,rank,word,count,length,adj_length,reserved
1954,2746,philosophy,28960643,10.0,10.0,1
1955,2747,regulation,28958148,10.0,10.0,1
1974,2774,prevention,28681929,10.0,10.0,1
1982,2785,healthcare,28529648,10.0,10.0,1
1984,2787,maintained,28492421,10.0,10.0,1
1985,2789,increasing,28456941,10.0,10.0,1
1999,2808,containing,28254166,10.0,10.0,1
2005,2814,guaranteed,28133582,10.0,10.0,1
2017,2828,convention,27972282,10.0,10.0,1
2032,2845,previously,27698634,10.0,10.0,1
2099,2933,conversion,26551803,10.0,10.0,1
2102,2936,reasonable,26526175,10.0,10.0,1
2110,2945,importance,26451992,10.0,10.0,1
2147,3001,javascript,25766226,10.0,10.0,1
2157,3015,objectives,25630605,10.0,10.0,1
2165,3027,structures,25465091,10.0,10.0,1
2170,3034,continuing,25429464,10.0,10.0,1
2189,3058,accordance,25194680,10.0,10.0,1
2206,3076,annotation,25046812,10.0,10.0,1
2232,3110,percentage,24669212,10.0,10.0,1
2251,3129,supporting,24481347,10.0,10.0,1
2257,3137,specialist,24419338,10.0,10.0,1
2290,3180,concerning,24060603,10.0,10.0,1
2291,3181,developers,24060421,10.0,10.0,1
2292,3182,equivalent,24050668,10.0,10.0,1
2303,3196,curriculum,23992488,10.0,10.0,1
2310,3204,psychology,23936050,10.0,10.0,1
2319,3215,appliances,23847029,10.0,10.0,1
2320,3217,elementary,23834221,10.0,10.0,1
2364,3275,controlled,23265403,10.0,10.0,1
2390,3302,authorized,23045176,10.0,10.0,1
2395,3307,retirement,23018726,10.0,10.0,1
2398,3310,efficiency,23005937,10.0,10.0,1
2404,3317,commitment,22937360,10.0,10.0,1
2415,3331,interviews,22841603,10.0,10.0,1
2429,3351,classified,22697689,10.0,10.0,1
2432,3354,confidence,22674777,10.0,10.0,1
2442,3366,consistent,22600601,10.0,10.0,1
2458,3387,securities,22397133,10.0,10.0,1
2467,3398,democratic,22316965,10.0,10.0,1
2476,3408,dimensions,22257949,10.0,10.0,1
2477,3409,contribute,22255117,10.0,10.0,1
2484,3418,challenges,22164268,10.0,10.0,1
2491,3429,submission,22066279,10.0,10.0,1
2495,3435,regulatory,22011107,10.0,10.0,1
2496,3436,inspection,21999457,10.0,10.0,1
2502,3442,manchester,21943382,10.0,10.0,1
2509,3449,continuous,21872964,10.0,10.0,1
2513,3454,initiative,21828838,10.0,10.0,1
2516,3458,disability,21802396,10.0,10.0,1
2521,3463,contractor,21783415,10.0,10.0,1
2535,3482,affordable,21650006,10.0,10.0,1
2548,3498,tournament,21538542,10.0,10.0,1
2571,3528,publishers,21264743,10.0,10.0,1
2606,3571,performing,20907433,10.0,10.0,1
2613,3581,absolutely,20816571,10.0,10.0,1
2630,3602,calculator,20664690,10.0,10.0,1
2639,3613,sufficient,20605030,10.0,10.0,1
2672,3655,resistance,20233262,10.0,10.0,1
2685,3671,candidates,20063868,10.0,10.0,1
2688,3674,biological,20043500,10.0,10.0,1
2690,3676,transition,20032306,10.0,10.0,1
2694,3681,instrument,20003254,10.0,10.0,1
2727,3723,favourites,19713139,10.0,10.0,1
2730,3726,relatively,19693917,10.0,10.0,1
2733,3729,represents,19682589,10.0,10.0,1
2735,3732,pittsburgh,19654781,10.0,10.0,1
2769,3770,revolution,19349788,10.0,10.0,1
2778,3780,mechanical,19250300,10.0,10.0,1
2794,3798,recognized,19142613,10.0,10.0,1
2829,3840,completion,18906369,10.0,10.0,1
2835,3846,milfhunter,18819432,10.0,10.0,1
2853,3866,accessible,18695403,10.0,10.0,1
2869,3885,birmingham,18611752,10.0,10.0,1
2877,3894,consultant,18517590,10.0,10.0,1
2878,3895,controller,18513560,10.0,10.0,1
2880,3897,committees,18497349,10.0,10.0,1
2913,3935,innovation,18281662,10.0,10.0,1
2938,3966,newspapers,18120268,10.0,10.0,1
2972,4013,programmes,17785167,10.0,10.0,1
2981,4024,eventually,17731742,10.0,10.0,1
2987,4030,agreements,17708817,10.0,10.0,1
2989,4032,innovative,17689336,10.0,10.0,1
2993,4036,conclusion,17670602,10.0,10.0,1
3020,4074,settlement,17476171,10.0,10.0,1
3037,4097,purchasing,17338242,10.0,10.0,1
3069,4138,instructor,17098932,10.0,10.0,1
3074,4143,bestiality,17071825,10.0,10.0,1
3076,4145,approaches,17069146,10.0,10.0,1
3088,4159,highlights,17000297,10.0,10.0,1
3096,4167,scientists,16955155,10.0,10.0,1
3112,4185,volunteers,16839779,10.0,10.0,1
3113,4186,attachment,16827338,10.0,10.0,1
3150,4229,calculated,16609500,10.0,10.0,1
3155,4234,appearance,16574606,10.0,10.0,1
3191,4286,parliament,16290285,10.0,10.0,1
3194,4290,situations,16270907,10.0,10.0,1
3200,4296,structural,16226259,10.0,10.0,1
3210,4308,prohibited,16185593,10.0,10.0,1
3215,4316,simulation,16164825,10.0,10.0,1
3226,4332,bankruptcy,16075117,10.0,10.0,1
3231,4338,substances,16048111,10.0,10.0,1
3233,4340,discovered,16046554,10.0,10.0,1
3241,4349,exhibition,16007404,10.0,10.0,1
3255,4367,nationwide,15932624,10.0,10.0,1
3257,4369,definitely,15922257,10.0,10.0,1
3263,4375,commentary,15903623,10.0,10.0,1
3265,4377,limousines,15896017,10.0,10.0,1
3278,4394,apparently,15815805,10.0,10.0,1
3282,4398,popularity,15785972,10.0,10.0,1
3292,4409,postposted,15722718,10.0,10.0,1
3321,4444,sacramento,15546396,10.0,10.0,1
3322,4445,impossible,15545255,10.0,10.0,1
3327,4451,depression,15527836,10.0,10.0,1
3350,4477,cincinnati,15387448,10.0,10.0,1
3351,4478,subsection,15382965,10.0,10.0,1
3367,4495,wallpapers,15310025,10.0,10.0,1
3400,4533,subsequent,15092940,10.0,10.0,1
3403,4538,motorcycle,15081508,10.0,10.0,1
3404,4540,disclosure,15072865,10.0,10.0,1
3433,4577,occupation,14955527,10.0,10.0,1
3437,4582,citysearch,14930704,10.0,10.0,1
3461,4615,atmosphere,14803304,10.0,10.0,1
3465,4621,experiment,14781439,10.0,10.0,1
3471,4627,federation,14764881,10.0,10.0,1
3475,4631,assignment,14722710,10.0,10.0,1
3499,4667,counseling,14592664,10.0,10.0,1
3501,4669,acceptable,14590887,10.0,10.0,1
3509,4680,medication,14530555,10.0,10.0,1
3530,4705,metabolism,14391891,10.0,10.0,1
3535,4711,personally,14373028,10.0,10.0,1
3543,4721,excellence,14332723,10.0,10.0,1
3548,4728,attributes,14300116,10.0,10.0,1
3584,4771,obligation,14122636,10.0,10.0,1
3592,4781,regardless,14096520,10.0,10.0,1
3601,4793,restricted,14056761,10.0,10.0,1
3602,4794,republican,14056260,10.0,10.0,1
3612,4804,attendance,14022851,10.0,10.0,1
3626,4823,adventures,13966085,10.0,10.0,1
3631,4830,appreciate,13938792,10.0,10.0,1
3653,4860,mechanisms,13805561,10.0,10.0,1
3672,4880,indicators,13737979,10.0,10.0,1
3675,4884,physicians,13717814,10.0,10.0,1
3685,4896,governance,13664006,10.0,10.0,1
3721,4941,capability,13491067,10.0,10.0,1
3739,4966,complaints,13388225,10.0,10.0,1
3742,4970,promotions,13378320,10.0,10.0,1
3795,5039,geographic,13136286,10.0,10.0,1
3815,5066,suspension,13025162,10.0,10.0,1
3819,5071,correction,13009622,10.0,10.0,1
3824,5077,supplement,12988231,10.0,10.0,1
3845,5106,admissions,12907686,10.0,10.0,1
3877,5142,convenient,12801318,10.0,10.0,1
3915,5191,displaying,12650318,10.0,10.0,1
3920,5196,encouraged,12632676,10.0,10.0,1
3926,5204,cartridges,12611549,10.0,10.0,1
3937,5215,automation,12592519,10.0,10.0,1
3940,5219,advantages,12569204,10.0,10.0,1
3949,5230,extensions,12552534,10.0,10.0,1
3983,5274,applicants,12408250,10.0,10.0,1
3997,5292,adjustment,12343670,10.0,10.0,1
3999,5295,treatments,12341268,10.0,10.0,1
4002,5298,camcorders,12327884,10.0,10.0,1
4013,5310,difficulty,12282409,10.0,10.0,1
4014,5312,collective,12276900,10.0,10.0,1
4017,5316,enrollment,12253733,10.0,10.0,1
4023,5328,interfaces,12224161,10.0,10.0,1
4038,5348,opposition,12183104,10.0,10.0,1
4045,5357,supervisor,12154591,10.0,10.0,1
4089,5409,attraction,11998068,10.0,10.0,1
4096,5416,customized,11979867,10.0,10.0,1
4103,5425,understood,11962620,10.0,10.0,1
4114,5440,amendments,11901949,10.0,10.0,1
4127,5460,attractive,11857523,10.0,10.0,1
4130,5463,recordings,11854099,10.0,10.0,1
4144,5479,polyphonic,11779964,10.0,10.0,1
4150,5486,adjustable,11757528,10.0,10.0,1
4151,5487,allocation,11756315,10.0,10.0,1
4154,5490,discipline,11734967,10.0,10.0,1
4161,5499,dispatched,11701771,10.0,10.0,1
4168,5508,installing,11675871,10.0,10.0,1
4194,5545,engagement,11562545,10.0,10.0,1
4256,5621,facilitate,11330977,10.0,10.0,1
4257,5622,subscriber,11326491,10.0,10.0,1
4266,5632,priorities,11288273,10.0,10.0,1
4275,5641,incredible,11261994,10.0,10.0,1
4303,5676,portuguese,11160302,10.0,10.0,1
4307,5680,everywhere,11153149,10.0,10.0,1
4326,5706,housewares,11081832,10.0,10.0,1
4327,5707,reputation,11081735,10.0,10.0,1
4347,5731,photograph,11014717,10.0,10.0,1
4354,5738,underlying,11000355,10.0,10.0,1
4361,5749,projection,10975182,10.0,10.0,1
4369,5758,diagnostic,10955841,10.0,10.0,1
4376,5766,automobile,10939225,10.0,10.0,1
4382,5773,downloaded,10920057,10.0,10.0,1
4397,5793,protective,10861679,10.0,10.0,1
4412,5811,sunglasses,10831524,10.0,10.0,1
4416,5816,preference,10821710,10.0,10.0,1
4466,5881,litigation,10681417,10.0,10.0,1
4473,5890,horizontal,10655275,10.0,10.0,1
4495,5914,ultimately,10608757,10.0,10.0,1
4499,5918,artificial,10603435,10.0,10.0,1
4508,5928,affiliated,10583504,10.0,10.0,1
4509,5929,activation,10581402,10.0,10.0,1
4516,5940,mitsubishi,10550625,10.0,10.0,1
4540,5968,processors,10468305,10.0,10.0,1
4546,5976,complexity,10446732,10.0,10.0,1
4547,5978,constantly,10442685,10.0,10.0,1
4589,6031,substitute,10309868,10.0,10.0,1
4609,6058,households,10251054,10.0,10.0,1
4617,6069,montgomery,10230206,10.0,10.0,1
4619,6071,louisville,10225533,10.0,10.0,1
4664,6125,algorithms,10105789,10.0,10.0,1
4682,6150,suggestion,10033796,10.0,10.0,1
4698,6171,connecting,10011002,10.0,10.0,1
4706,6182,proportion,9983303,10.0,10.0,1
4722,6201,essentials,9949208,10.0,10.0,1
4724,6203,protecting,9941975,10.0,10.0,1
4749,6233,separation,9895531,10.0,10.0,1
4756,6240,boundaries,9884011,10.0,10.0,1
4768,6254,luxembourg,9848763,10.0,10.0,1
4786,6277,deployment,9774331,10.0,10.0,1
4790,6281,colleagues,9762059,10.0,10.0,1
4827,6336,recruiting,9662362,10.0,10.0,1
4848,6359,prescribed,9590926,10.0,10.0,1
4856,6367,reproduced,9570000,10.0,10.0,1
4886,6409,queensland,9493358,10.0,10.0,1
4948,6481,addressing,9378374,10.0,10.0,1
4949,6483,discounted,9376380,10.0,10.0,1
4956,6490,bangladesh,9366062,10.0,10.0,1
4957,6491,constitute,9358523,10.0,10.0,1
4969,6503,graduation,9345222,10.0,10.0,1
4971,6507,variations,9333993,10.0,10.0,1
5024,6568,soundtrack,9215529,10.0,10.0,1
5030,6575,profession,9208483,10.0,10.0,1
5032,6579,separately,9199179,10.0,10.0,1
5033,6580,physiology,9197243,10.0,10.0,1
5034,6582,collecting,9196546,10.0,10.0,1
5043,6594,friendship,9175451,10.0,10.0,1
5063,6617,provincial,9144703,10.0,10.0,1
5079,6636,advertiser,9111848,10.0,10.0,1
5081,6638,encryption,9106010,10.0,10.0,1
5089,6647,possession,9088454,10.0,10.0,1
5098,6657,vegetables,9067552,10.0,10.0,1
5101,6661,thumbnails,9064111,10.0,10.0,1
5108,6675,respondent,9040827,10.0,10.0,1
5124,6691,accredited,9006302,10.0,10.0,1
5126,6693,compressed,9004826,10.0,10.0,1
5133,6702,scheduling,8986610,10.0,10.0,1
5139,6708,christians,8974444,10.0,10.0,1
5144,6715,impressive,8963757,10.0,10.0,1
5158,6731,relocation,8929354,10.0,10.0,1
5165,6740,violations,8918978,10.0,10.0,1
5170,6746,discretion,8911298,10.0,10.0,1
5179,6758,repository,8892664,10.0,10.0,1
5199,6782,generating,8850249,10.0,10.0,1
5225,6811,millennium,8798222,10.0,10.0,1
5241,6830,exceptions,8761002,10.0,10.0,1
5246,6836,macromedia,8745988,10.0,10.0,1
5258,6849,fellowship,8728834,10.0,10.0,1
5271,6863,copyrights,8691928,10.0,10.0,1
5274,6867,mastercard,8687804,10.0,10.0,1
5276,6869,chronicles,8685154,10.0,10.0,1
5280,6873,distribute,8678754,10.0,10.0,1
5282,6875,decorative,8674671,10.0,10.0,1
5297,6894,indigenous,8636449,10.0,10.0,1
5303,6901,validation,8630880,10.0,10.0,1
5305,6903,corruption,8628385,10.0,10.0,1
5307,6906,incentives,8625429,10.0,10.0,1
5337,6939,transcript,8571931,10.0,10.0,1
5347,6954,structured,8549448,10.0,10.0,1
5348,6955,reasonably,8548385,10.0,10.0,1
5354,6965,recommends,8536378,10.0,10.0,1
5369,6983,indicating,8506888,10.0,10.0,1
5374,6988,coordinate,8502942,10.0,10.0,1
5379,6993,limitation,8494162,10.0,10.0,1
5380,6994,widescreen,8493676,10.0,10.0,1
5417,7042,decorating,8411562,10.0,10.0,1
5427,7053,connectors,8388769,10.0,10.0,1
5460,7093,perception,8327495,10.0,10.0,1
5473,7110,infections,8296662,10.0,10.0,1
5478,7115,configured,8289360,10.0,10.0,1
5491,7133,analytical,8266048,10.0,10.0,1
5505,7149,assumption,8239127,10.0,10.0,1
5512,7157,technician,8218658,10.0,10.0,1
5514,7159,executives,8215657,10.0,10.0,1
5528,7178,supporters,8197749,10.0,10.0,1
5532,7183,withdrawal,8189026,10.0,10.0,1
5549,7201,veterinary,8160775,10.0,10.0,1
5570,7227,reflection,8121245,10.0,10.0,1
5573,7231,invitation,8116098,10.0,10.0,1
5587,7246,thumbzilla,8088964,10.0,10.0,1
5597,7258,translated,8068739,10.0,10.0,1
5600,7261,columnists,8064506,10.0,10.0,1
5612,7279,delivering,8042490,10.0,10.0,1
5618,7286,journalism,8029164,10.0,10.0,1
5629,7301,undertaken,8002746,10.0,10.0,1
5652,7330,identifier,7956303,10.0,10.0,1
5656,7337,conducting,7945868,10.0,10.0,1
5668,7352,impression,7926329,10.0,10.0,1
5691,7382,charleston,7875155,10.0,10.0,1
5696,7389,selections,7863046,10.0,10.0,1
5697,7390,projectors,7859378,10.0,10.0,1
5704,7397,vocational,7847368,10.0,10.0,1
5710,7403,pharmacies,7840420,10.0,10.0,1
5742,7441,completing,7792221,10.0,10.0,1
5746,7448,comparable,7771705,10.0,10.0,1
5752,7456,warranties,7750411,10.0,10.0,1
5755,7459,documented,7748021,10.0,10.0,1
5758,7462,paperbacks,7745861,10.0,10.0,1
5766,7473,vulnerable,7731173,10.0,10.0,1
5785,7493,transexual,7710514,10.0,10.0,1
5786,7494,mainstream,7707583,10.0,10.0,1
5788,7496,evaluating,7703288,10.0,10.0,1
5809,7523,volleyball,7652654,10.0,10.0,1
5823,7541,creativity,7625520,10.0,10.0,1
5825,7543,describing,7620342,10.0,10.0,1
5830,7550,quotations,7612612,10.0,10.0,1
5845,7568,behavioral,7585493,10.0,10.0,1
5863,7592,containers,7553719,10.0,10.0,1
5874,7604,screenshot,7538659,10.0,10.0,1
5880,7610,officially,7533785,10.0,10.0,1
5881,7611,consortium,7532771,10.0,10.0,1
5887,7621,recipients,7523934,10.0,10.0,1
5891,7625,traditions,7520675,10.0,10.0,1
5922,7660,humanities,7465314,10.0,10.0,1
5931,7671,britannica,7452694,10.0,10.0,1
5939,7683,visibility,7434248,10.0,10.0,1
5981,7737,strengthen,7362426,10.0,10.0,1
5989,7749,aggressive,7345918,10.0,10.0,1
5997,7759,determines,7331574,10.0,10.0,1
6000,7768,motivation,7315438,10.0,10.0,1
6007,7776,passengers,7309716,10.0,10.0,1
6008,7777,quantities,7308855,10.0,10.0,1
6009,7778,petersburg,7306746,10.0,10.0,1
6011,7780,powerpoint,7303201,10.0,10.0,1
6015,7785,obituaries,7294410,10.0,10.0,1
6017,7789,punishment,7292386,10.0,10.0,1
6023,7797,providence,7284693,10.0,10.0,1
6042,7820,remembered,7259499,10.0,10.0,1
6061,7845,wilderness,7222440,10.0,10.0,1
6068,7855,headphones,7203965,10.0,10.0,1
6070,7858,proceeding,7201235,10.0,10.0,1
6072,7861,volkswagen,7193665,10.0,10.0,1
6078,7867,subsidiary,7192144,10.0,10.0,1
6089,7879,terrorists,7179253,10.0,10.0,1
6092,7882,beneficial,7174133,10.0,10.0,1
6102,7894,threatened,7160212,10.0,10.0,1
6112,7911,prediction,7141450,10.0,10.0,1
6123,7923,ecological,7120322,10.0,10.0,1
6128,7932,consisting,7112172,10.0,10.0,1
6131,7935,submitting,7109263,10.0,10.0,1
6140,7944,mozambique,7096287,10.0,10.0,1
6160,7971,wellington,7059665,10.0,10.0,1
6168,7982,aboriginal,7042822,10.0,10.0,1
6169,7983,remarkable,7042042,10.0,10.0,1
6171,7986,preventing,7037005,10.0,10.0,1
6172,7987,productive,7036132,10.0,10.0,1
6194,8013,trackbacks,7004496,10.0,10.0,1
6228,8052,programmer,6945578,10.0,10.0,1
6234,8059,incomplete,6935973,10.0,10.0,1
6240,8065,legitimate,6928802,10.0,10.0,1
6256,8086,architects,6905009,10.0,10.0,1
6268,8100,unexpected,6891123,10.0,10.0,1
6317,8153,formatting,6833739,10.0,10.0,1
6355,8200,discussing,6770039,10.0,10.0,1
6358,8203,meaningful,6768984,10.0,10.0,1
6383,8233,blackberry,6731784,10.0,10.0,1
6385,8235,meditation,6729371,10.0,10.0,1
6387,8237,microphone,6728403,10.0,10.0,1
6393,8243,organizing,6723300,10.0,10.0,1
6395,8246,moderators,6714560,10.0,10.0,1
6398,8252,kazakhstan,6705621,10.0,10.0,1
6414,8272,kilometers,6677539,10.0,10.0,1
6418,8279,guarantees,6674117,10.0,10.0,1
6423,8285,indication,6667902,10.0,10.0,1
6430,8297,cigarettes,6658273,10.0,10.0,1
6448,8324,responding,6629299,10.0,10.0,1
6449,8326,physically,6626169,10.0,10.0,1
6457,8336,attempting,6618228,10.0,10.0,1
6472,8359,accurately,6587832,10.0,10.0,1
6478,8366,ministries,6578188,10.0,10.0,1
6504,8397,thoroughly,6545165,10.0,10.0,1
6506,8399,nottingham,6542853,10.0,10.0,1
6509,8403,identifies,6540017,10.0,10.0,1
6517,8414,interstate,6531883,10.0,10.0,1
6522,8420,systematic,6527542,10.0,10.0,1
6528,8427,madagascar,6524173,10.0,10.0,1
6531,8430,presenting,6521475,10.0,10.0,1
6533,8433,uzbekistan,6517603,10.0,10.0,1
6537,8442,richardson,6506250,10.0,10.0,1
6539,8445,fragrances,6501326,10.0,10.0,1
6540,8446,vocabulary,6500785,10.0,10.0,1
6542,8448,earthquake,6498726,10.0,10.0,1
6547,8455,geological,6489369,10.0,10.0,1
6551,8460,introduces,6484370,10.0,10.0,1
6556,8465,webmasters,6482110,10.0,10.0,1
6558,8469,acdbentity,6475222,10.0,10.0,1
6566,8482,conspiracy,6464990,10.0,10.0,1
6582,8501,cumulative,6449838,10.0,10.0,1
6604,8528,occasional,6424555,10.0,10.0,1
6623,8550,explicitly,6393990,10.0,10.0,1
6636,8567,girlfriend,6379028,10.0,10.0,1
6640,8571,influenced,6376458,10.0,10.0,1
6649,8584,complement,6360526,10.0,10.0,1
6655,8593,requesting,6353012,10.0,10.0,1
6658,8596,lauderdale,6351956,10.0,10.0,1
6662,8601,extraction,6349194,10.0,10.0,1
6682,8626,hypothesis,6323872,10.0,10.0,1
6689,8635,regression,6314300,10.0,10.0,1
6699,8646,collectors,6300613,10.0,10.0,1
6701,8648,recognised,6297911,10.0,10.0,1
6705,8655,azerbaijan,6289278,10.0,10.0,1
6714,8668,travelling,6271787,10.0,10.0,1
6732,8688,widespread,6250188,10.0,10.0,1
6763,8731,referenced,6189204,10.0,10.0,1
6794,8771,vietnamese,6139248,10.0,10.0,1
6796,8773,tremendous,6136813,10.0,10.0,1
6822,8800,surrounded,6101488,10.0,10.0,1
6832,8814,accomplish,6091676,10.0,10.0,1
6838,8820,vegetarian,6084997,10.0,10.0,1
6844,8831,ambassador,6071252,10.0,10.0,1
6848,8835,contacting,6067411,10.0,10.0,1
6849,8836,vegetation,6067206,10.0,10.0,1
6862,8854,infectious,6051038,10.0,10.0,1
6867,8861,continuity,6045562,10.0,10.0,1
6870,8865,phenomenon,6041881,10.0,10.0,1
6922,8927,charitable,5989558,10.0,10.0,1
6927,8935,burlington,5985020,10.0,10.0,1
6929,8937,researcher,5982544,10.0,10.0,1
6951,8961,qualifying,5958210,10.0,10.0,1
6954,8964,estimation,5952184,10.0,10.0,1
6966,8986,institutes,5938374,10.0,10.0,1
6984,9011,stationery,5923389,10.0,10.0,1
7007,9041,journalist,5895302,10.0,10.0,1
7010,9045,afterwards,5887924,10.0,10.0,1
7021,9057,signatures,5871903,10.0,10.0,1
7033,9072,simplified,5855338,10.0,10.0,1
7052,9097,housewives,5836649,10.0,10.0,1
7057,9102,influences,5834542,10.0,10.0,1
7059,9104,irrigation,5830874,10.0,10.0,1
7070,9119,conviction,5818769,10.0,10.0,1
7087,9148,explaining,5793125,10.0,10.0,1
7091,9153,nomination,5784301,10.0,10.0,1
7094,9158,dependence,5780801,10.0,10.0,1
7102,9168,suggesting,5773290,10.0,10.0,1
7109,9176,privileges,5765198,10.0,10.0,1
7171,9253,landscapes,5694671,10.0,10.0,1
7191,9277,editorials,5671680,10.0,10.0,1
7226,9322,nationally,5630976,10.0,10.0,1
7229,9325,waterproof,5628399,10.0,10.0,1
7244,9342,alexandria,5616299,10.0,10.0,1
7275,9382,paragraphs,5579470,10.0,10.0,1
7277,9385,adolescent,5577666,10.0,10.0,1
7292,9402,occurrence,5561539,10.0,10.0,1
7325,9438,immigrants,5531013,10.0,10.0,1
7327,9440,helicopter,5528827,10.0,10.0,1
7339,9456,surprising,5510793,10.0,10.0,1
7352,9472,yugoslavia,5496687,10.0,10.0,1
7356,9476,likelihood,5493171,10.0,10.0,1
7361,9482,endangered,5486113,10.0,10.0,1
7362,9483,compromise,5485442,10.0,10.0,1
7367,9490,expiration,5479431,10.0,10.0,1
7370,9493,peripheral,5477849,10.0,10.0,1
7390,9515,greensboro,5464736,10.0,10.0,1
7436,9571,revelation,5406421,10.0,10.0,1
7438,9574,delegation,5401948,10.0,10.0,1
7443,9580,greenhouse,5396539,10.0,10.0,1
