,rank,word,count,length,adj_length,reserved
407,713,safety,111064464,6.0,6.0,1
416,727,having,109360096,6.0,6.0,1
423,735,common,107839275,6.0,6.0,1
427,741,living,107215961,6.0,6.0,1
429,744,called,106978150,6.0,6.0,1
442,765,period,103906182,6.0,6.0,1
449,776,window,102711715,6.0,6.0,1
450,777,france,102698139,6.0,6.0,1
451,779,region,102552342,6.0,6.0,1
452,780,island,102316998,6.0,6.0,1
453,781,record,102234743,6.0,6.0,1
454,782,direct,102234090,6.0,6.0,1
465,795,update,100765188,6.0,6.0,1
474,806,either,99143011,6.0,6.0,1
486,823,centre,97258243,6.0,6.0,1
493,837,europe,95373445,6.0,6.0,1
495,839,topics,95132338,6.0,6.0,1
500,849,videos,94069113,6.0,6.0,1
504,856,global,93450595,6.0,6.0,1
506,862,player,92709785,6.0,6.0,1
508,864,lyrics,92579731,6.0,6.0,1
511,867,submit,92431559,6.0,6.0,1
513,869,amount,92039679,6.0,6.0,1
516,873,though,91905891,6.0,6.0,1
517,876,thanks,91398411,6.0,6.0,1
526,886,weight,90506560,6.0,6.0,1
530,891,choose,90010174,6.0,6.0,1
534,895,points,89780234,6.0,6.0,1
538,899,camera,89324930,6.0,6.0,1
544,909,domain,88097391,6.0,6.0,1
550,917,beauty,87572240,6.0,6.0,1
556,924,models,86573186,6.0,6.0,1
562,932,simple,85617922,6.0,6.0,1
566,938,friday,85245033,6.0,6.0,1
568,941,annual,85043687,6.0,6.0,1
574,948,google,84568679,6.0,6.0,1
575,949,church,84556943,6.0,6.0,1
576,950,method,84399520,6.0,6.0,1
579,953,active,84084764,6.0,6.0,1
583,957,figure,83949754,6.0,6.0,1
586,962,enough,83592616,6.0,6.0,1
596,975,higher,82515596,6.0,6.0,1
601,982,yellow,82024459,6.0,6.0,1
609,992,french,81396759,6.0,6.0,1
616,1001,nature,80659036,6.0,6.0,1
617,1002,orders,80605361,6.0,6.0,1
619,1004,africa,80566883,6.0,6.0,1
621,1008,growth,79998480,6.0,6.0,1
623,1010,agency,79915539,6.0,6.0,1
624,1012,monday,79697206,6.0,6.0,1
629,1020,income,79240506,6.0,6.0,1
638,1033,engine,78078059,6.0,6.0,1
647,1045,double,77287578,6.0,6.0,1
649,1048,screen,77183863,6.0,6.0,1
656,1056,across,76597151,6.0,6.0,1
658,1058,needed,76528079,6.0,6.0,1
659,1059,season,76445684,6.0,6.0,1
668,1070,effect,75594829,6.0,6.0,1
670,1074,sunday,75287070,6.0,6.0,1
672,1076,casino,74796251,6.0,6.0,1
673,1081,volume,74283471,6.0,6.0,1
675,1083,anyone,74170036,6.0,6.0,1
677,1086,silver,74073467,6.0,6.0,1
679,1089,inside,74026748,6.0,6.0,1
681,1091,mature,73877124,6.0,6.0,1
682,1093,rather,73664932,6.0,6.0,1
685,1097,supply,73220509,6.0,6.0,1
698,1115,robert,71829013,6.0,6.0,1
700,1119,skills,71383598,6.0,6.0,1
702,1123,advice,71268723,6.0,6.0,1
703,1124,career,71248807,6.0,6.0,1
705,1126,rental,71013577,6.0,6.0,1
713,1140,middle,70164946,6.0,6.0,1
716,1144,taking,69997427,6.0,6.0,1
717,1145,values,69946284,6.0,6.0,1
719,1147,coming,69889118,6.0,6.0,1
721,1149,object,69819261,6.0,6.0,1
725,1154,length,69469598,6.0,6.0,1
729,1159,client,69189527,6.0,6.0,1
732,1163,follow,68982994,6.0,6.0,1
733,1164,sample,68957421,6.0,6.0,1
741,1176,george,68261971,6.0,6.0,1
742,1177,choice,68222335,6.0,6.0,1
750,1188,artist,67421654,6.0,6.0,1
753,1191,levels,67360843,6.0,6.0,1
755,1193,letter,67339854,6.0,6.0,1
756,1195,phones,67311992,6.0,6.0,1
760,1200,summer,67102388,6.0,6.0,1
762,1202,degree,67029686,6.0,6.0,1
764,1204,button,66811153,6.0,6.0,1
768,1210,matter,66632805,6.0,6.0,1
769,1211,custom,66594716,6.0,6.0,1
771,1213,almost,66395121,6.0,6.0,1
776,1219,editor,66014490,6.0,6.0,1
783,1235,female,65407567,6.0,6.0,1
787,1241,thomas,65173823,6.0,6.0,1
789,1243,cancer,65078084,6.0,6.0,1
791,1245,reason,65066679,6.0,6.0,1
793,1248,spring,64814116,6.0,6.0,1
795,1250,answer,64649558,6.0,6.0,1
804,1261,police,64198152,6.0,6.0,1
819,1282,wanted,63301836,6.0,6.0,1
822,1286,unique,63116899,6.0,6.0,1
823,1287,survey,62994830,6.0,6.0,1
828,1293,animal,62566660,6.0,6.0,1
830,1295,mexico,62544255,6.0,6.0,1
833,1299,secure,62287766,6.0,6.0,1
837,1304,simply,62012991,6.0,6.0,1
842,1309,paypal,61830613,6.0,6.0,1
845,1312,option,61717435,6.0,6.0,1
846,1313,master,61704297,6.0,6.0,1
847,1314,valley,61694845,6.0,6.0,1
858,1329,larger,61265757,6.0,6.0,1
863,1335,impact,61017528,6.0,6.0,1
867,1339,strong,60969207,6.0,6.0,1
872,1345,ground,60679179,6.0,6.0,1
875,1349,owners,60580709,6.0,6.0,1
884,1362,cities,59809444,6.0,6.0,1
891,1371,ensure,59507606,6.0,6.0,1
898,1382,budget,59106421,6.0,6.0,1
900,1384,guides,59094266,6.0,6.0,1
907,1393,amazon,58657636,6.0,6.0,1
921,1409,retail,58185466,6.0,6.0,1
923,1411,useful,58144584,6.0,6.0,1
932,1428,trying,57462639,6.0,6.0,1
933,1429,mother,57432704,6.0,6.0,1
938,1436,joined,57202778,6.0,6.0,1
943,1443,modern,57030009,6.0,6.0,1
944,1444,senior,56934903,6.0,6.0,1
950,1452,charge,56542418,6.0,6.0,1
954,1457,normal,56442762,6.0,6.0,1
958,1461,entire,56284017,6.0,6.0,1
968,1476,output,55819696,6.0,6.0,1
971,1480,likely,55669441,6.0,6.0,1
996,1510,indian,54646045,6.0,6.0,1
999,1518,dating,54274405,6.0,6.0,1
1003,1523,filter,54106694,6.0,6.0,1
1006,1526,longer,54063969,6.0,6.0,1
1009,1530,behind,53824933,6.0,6.0,1
1012,1533,german,53710784,6.0,6.0,1
1013,1534,buying,53534781,6.0,6.0,1
1021,1545,allows,53352976,6.0,6.0,1
1030,1559,boards,52877471,6.0,6.0,1
1035,1566,string,52681344,6.0,6.0,1
1043,1576,unless,52436419,6.0,6.0,1
1049,1583,target,52199865,6.0,6.0,1
1050,1584,except,52183597,6.0,6.0,1
1056,1592,moving,51765877,6.0,6.0,1
1057,1593,brands,51697361,6.0,6.0,1
1058,1594,places,51696304,6.0,6.0,1
1059,1596,pretty,51621090,6.0,6.0,1
1065,1603,winter,51483174,6.0,6.0,1
1070,1609,boston,51387258,6.0,6.0,1
1071,1610,incest,51357793,6.0,6.0,1
1073,1613,medium,51330557,6.0,6.0,1
1080,1624,itself,51076716,6.0,6.0,1
1082,1626,papers,51024682,6.0,6.0,1
1084,1628,awards,50973666,6.0,6.0,1
1085,1630,studio,50913495,6.0,6.0,1
1086,1631,reader,50887864,6.0,6.0,1
1088,1633,device,50819909,6.0,6.0,1
1091,1638,remote,50683428,6.0,6.0,1
1098,1648,theory,50276653,6.0,6.0,1
1100,1650,remove,50036200,6.0,6.0,1
1103,1654,visual,49969150,6.0,6.0,1
1106,1659,martin,49699093,6.0,6.0,1
1107,1660,manual,49698346,6.0,6.0,1
1110,1663,agents,49551303,6.0,6.0,1
1112,1665,repair,49513286,6.0,6.0,1
1127,1684,sector,48746882,6.0,6.0,1
1130,1687,jersey,48658750,6.0,6.0,1
1132,1691,father,48580528,6.0,6.0,1
1135,1695,quotes,48490497,6.0,6.0,1
1137,1697,driver,48463463,6.0,6.0,1
1152,1721,campus,47827531,6.0,6.0,1
1166,1739,beyond,47315243,6.0,6.0,1
1168,1743,museum,47195123,6.0,6.0,1
1175,1752,former,46917563,6.0,6.0,1
1184,1770,parent,46516265,6.0,6.0,1
1206,1795,bottom,45598411,6.0,6.0,1
1209,1798,detail,45494334,6.0,6.0,1
1218,1809,switch,45332755,6.0,6.0,1
1222,1814,titles,45271886,6.0,6.0,1
1228,1822,basket,45023597,6.0,6.0,1
1230,1824,weekly,44953365,6.0,6.0,1
1233,1828,demand,44858110,6.0,6.0,1
1236,1833,square,44784448,6.0,6.0,1
1245,1848,nation,44429644,6.0,6.0,1
1256,1862,module,44127294,6.0,6.0,1
1257,1863,resort,44118980,6.0,6.0,1
1259,1865,random,44038489,6.0,6.0,1
1263,1870,motion,43927084,6.0,6.0,1
1271,1878,forest,43667070,6.0,6.0,1
1275,1882,couple,43578199,6.0,6.0,1
1276,1883,giving,43506778,6.0,6.0,1
1277,1884,chance,43461638,6.0,6.0,1
1278,1885,vision,43425570,6.0,6.0,1
1279,1887,ending,43310674,6.0,6.0,1
1282,1890,listen,43252527,6.0,6.0,1
1284,1892,accept,43171429,6.0,6.0,1
1293,1904,lowest,42865965,6.0,6.0,1
1294,1905,highly,42857273,6.0,6.0,1
1296,1907,appear,42801104,6.0,6.0,1
1306,1919,actual,42552937,6.0,6.0,1
1322,1941,coffee,42086828,6.0,6.0,1
1327,1948,easily,41949287,6.0,6.0,1
1328,1951,poster,41893537,6.0,6.0,1
1330,1957,closed,41782645,6.0,6.0,1
1345,1978,league,41109010,6.0,6.0,1
1347,1980,minute,41061449,6.0,6.0,1
1356,1991,effort,40728131,6.0,6.0,1
1358,1993,fields,40697933,6.0,6.0,1
1371,2011,breast,40334099,6.0,6.0,1
1385,2030,kansas,39910915,6.0,6.0,1
1387,2033,doctor,39845710,6.0,6.0,1
1388,2035,reduce,39830748,6.0,6.0,1
1392,2040,enable,39733007,6.0,6.0,1
1396,2046,leader,39591949,6.0,6.0,1
1398,2048,israel,39512059,6.0,6.0,1
1408,2060,flight,39229938,6.0,6.0,1
1416,2072,pocket,38931224,6.0,6.0,1
1430,2089,factor,38740174,6.0,6.0,1
1433,2093,stream,38592422,6.0,6.0,1
1442,2103,signed,38369963,6.0,6.0,1
1452,2113,errors,38243352,6.0,6.0,1
1459,2124,worked,38128226,6.0,6.0,1
1463,2128,sorted,38002278,6.0,6.0,1
1466,2131,myself,37983649,6.0,6.0,1
1484,2154,expert,37537204,6.0,6.0,1
1490,2162,became,37332761,6.0,6.0,1
1491,2163,orange,37316112,6.0,6.0,1
1497,2171,marine,37143112,6.0,6.0,1
1499,2174,guitar,37106331,6.0,6.0,1
1503,2179,saying,36981573,6.0,6.0,1
1504,2180,spirit,36971683,6.0,6.0,1
1505,2182,claims,36942635,6.0,6.0,1
1518,2199,branch,36712083,6.0,6.0,1
1531,2216,manage,36439435,6.0,6.0,1
1532,2217,corner,36419737,6.0,6.0,1
1534,2220,oregon,36353838,6.0,6.0,1
1545,2231,tables,36089541,6.0,6.0,1
1546,2232,define,36087006,6.0,6.0,1
1547,2233,racing,36079737,6.0,6.0,1
1551,2238,column,35986621,6.0,6.0,1
1552,2239,plants,35937825,6.0,6.0,1
1557,2244,avenue,35847733,6.0,6.0,1
1567,2255,mental,35674270,6.0,6.0,1
1568,2256,viewed,35666896,6.0,6.0,1
1569,2257,moment,35660913,6.0,6.0,1
1572,2261,attack,35599513,6.0,6.0,1
1576,2265,damage,35529909,6.0,6.0,1
1582,2274,placed,35347899,6.0,6.0,1
1588,2281,dollar,35275336,6.0,6.0,1
1593,2288,bridge,35180146,6.0,6.0,1
1594,2289,native,35160636,6.0,6.0,1
1603,2299,played,34970056,6.0,6.0,1
1613,2312,shirts,34764071,6.0,6.0,1
1614,2313,profit,34753530,6.0,6.0,1
1621,2322,expect,34675677,6.0,6.0,1
1629,2330,russia,34513420,6.0,6.0,1
1635,2337,golden,34416555,6.0,6.0,1
1639,2344,senate,34302775,6.0,6.0,1
1640,2345,forces,34300503,6.0,6.0,1
1643,2349,turned,34215128,6.0,6.0,1
1650,2358,hentai,34116380,6.0,6.0,1
1665,2376,delete,33766846,6.0,6.0,1
1671,2382,signal,33648212,6.0,6.0,1
1673,2384,issued,33644425,6.0,6.0,1
1675,2386,sexual,33595660,6.0,6.0,1
1681,2394,flower,33364539,6.0,6.0,1
1683,2397,passed,33242084,6.0,6.0,1
1689,2406,stated,33100777,6.0,6.0,1
1691,2408,hawaii,33075697,6.0,6.0,1
1696,2415,covers,32972573,6.0,6.0,1
1704,2425,adults,32847475,6.0,6.0,1
1717,2442,script,32549924,6.0,6.0,1
1718,2443,served,32541796,6.0,6.0,1
1722,2448,dining,32489479,6.0,6.0,1
1726,2452,dakota,32437534,6.0,6.0,1
1733,2464,handle,32318665,6.0,6.0,1
1736,2468,pubmed,32296902,6.0,6.0,1
1748,2487,looked,31988351,6.0,6.0,1
1758,2501,logged,31869263,6.0,6.0,1
1759,2502,laptop,31851245,6.0,6.0,1
1766,2511,nearly,31677743,6.0,6.0,1
1770,2515,forgot,31626338,6.0,6.0,1
1772,2517,origin,31602843,6.0,6.0,1
1773,2519,gaming,31594394,6.0,6.0,1
1778,2524,faster,31541236,6.0,6.0,1
1780,2526,dallas,31528739,6.0,6.0,1
1781,2527,bought,31501377,6.0,6.0,1
1786,2534,broken,31399439,6.0,6.0,1
1789,2537,alaska,31388580,6.0,6.0,1
1790,2540,battle,31344458,6.0,6.0,1
1801,2554,equity,31158626,6.0,6.0,1
1803,2556,speech,31119662,6.0,6.0,1
1807,2561,shared,30988860,6.0,6.0,1
1808,2562,sounds,30987278,6.0,6.0,1
1814,2572,forced,30835043,6.0,6.0,1
1818,2576,height,30745406,6.0,6.0,1
1822,2583,obtain,30672052,6.0,6.0,1
1827,2589,remain,30630717,6.0,6.0,1
1829,2592,failed,30596963,6.0,6.0,1
1834,2599,secret,30542047,6.0,6.0,1
1838,2605,austin,30477225,6.0,6.0,1
1844,2611,andrew,30403300,6.0,6.0,1
1849,2618,assets,30302586,6.0,6.0,1
1850,2619,injury,30291773,6.0,6.0,1
1851,2621,joseph,30285903,6.0,6.0,1
1854,2624,lawyer,30253229,6.0,6.0,1
1861,2631,portal,30171660,6.0,6.0,1
1864,2636,gratis,30144426,6.0,6.0,1
1868,2640,toward,30024561,6.0,6.0,1
1870,2643,assist,29963782,6.0,6.0,1
1881,2656,comics,29900765,6.0,6.0,1
1883,2658,houses,29896478,6.0,6.0,1
1884,2660,postal,29859679,6.0,6.0,1
1896,2673,finish,29769825,6.0,6.0,1
1908,2687,daniel,29680403,6.0,6.0,1
1921,2708,brazil,29390369,6.0,6.0,1
1923,2710,static,29389905,6.0,6.0,1
1925,2712,hunter,29368718,6.0,6.0,1
1928,2716,famous,29332023,6.0,6.0,1
1929,2717,writer,29320566,6.0,6.0,1
1937,2726,gender,29248973,6.0,6.0,1
1949,2741,colour,29049269,6.0,6.0,1
1950,2742,vendor,29029083,6.0,6.0,1
1963,2757,junior,28857539,6.0,6.0,1
1968,2768,ladies,28781917,6.0,6.0,1
1970,2770,ticket,28767435,6.0,6.0,1
1973,2773,agreed,28717540,6.0,6.0,1
1975,2777,soccer,28647229,6.0,6.0,1
1976,2779,import,28629840,6.0,6.0,1
1988,2792,christ,28404515,6.0,6.0,1
1994,2802,scheme,28309089,6.0,6.0,1
1997,2806,manner,28268864,6.0,6.0,1
1998,2807,matrix,28268147,6.0,6.0,1
2006,2815,turkey,28112986,6.0,6.0,1
2008,2817,proper,28099582,6.0,6.0,1
2015,2825,inches,28018680,6.0,6.0,1
2018,2829,shares,27971096,6.0,6.0,1
2022,2833,voyeur,27928748,6.0,6.0,1
2024,2835,colors,27911017,6.0,6.0,1
2028,2841,appeal,27829479,6.0,6.0,1
2029,2842,cruise,27827938,6.0,6.0,1
2036,2851,disney,27557762,6.0,6.0,1
2042,2858,drives,27442926,6.0,6.0,1
2050,2869,dealer,27299846,6.0,6.0,1
2052,2873,nearby,27263100,6.0,6.0,1
2054,2876,happen,27207887,6.0,6.0,1
2061,2884,miller,27092856,6.0,6.0,1
2065,2888,caused,27036899,6.0,6.0,1
2066,2889,luxury,27020617,6.0,6.0,1
2068,2891,frames,27007332,6.0,6.0,1
2069,2892,viagra,26999671,6.0,6.0,1
2071,2894,indeed,26943016,6.0,6.0,1
2077,2902,easier,26857423,6.0,6.0,1
2081,2910,adding,26797775,6.0,6.0,1
2083,2912,mostly,26774406,6.0,6.0,1
2084,2915,taylor,26736684,6.0,6.0,1
2086,2917,prints,26721934,6.0,6.0,1
2098,2932,suites,26558524,6.0,6.0,1
2101,2935,hidden,26526402,6.0,6.0,1
2104,2938,serial,26488381,6.0,6.0,1
2105,2939,relief,26483302,6.0,6.0,1
2111,2949,planet,26405032,6.0,6.0,1
2113,2951,copies,26369992,6.0,6.0,1
2114,2952,recipe,26355769,6.0,6.0,1
2115,2954,permit,26339544,6.0,6.0,1
2116,2955,seeing,26322092,6.0,6.0,1
2118,2959,tennis,26272328,6.0,6.0,1
2126,2972,bureau,26110155,6.0,6.0,1
2133,2982,pieces,26000545,6.0,6.0,1
2136,2985,dinner,25974858,6.0,6.0,1
2138,2987,sydney,25945245,6.0,6.0,1
2139,2988,stress,25899885,6.0,6.0,1
2141,2992,trends,25879894,6.0,6.0,1
2148,3002,fourth,25763406,6.0,6.0,1
2152,3010,wilson,25698434,6.0,6.0,1
2169,3033,charts,25433147,6.0,6.0,1
2172,3036,census,25385152,6.0,6.0,1
2180,3048,poetry,25311298,6.0,6.0,1
2181,3049,lights,25301005,6.0,6.0,1
2193,3062,forget,25162411,6.0,6.0,1
2207,3077,sister,25039506,6.0,6.0,1
2212,3083,newest,24970551,6.0,6.0,1
2216,3089,extent,24917355,6.0,6.0,1
2222,3100,export,24762260,6.0,6.0,1
2226,3104,sweden,24717337,6.0,6.0,1
2237,3115,backup,24603738,6.0,6.0,1
2246,3124,spread,24520573,6.0,6.0,1
2250,3128,expand,24483262,6.0,6.0,1
2254,3132,jordan,24441266,6.0,6.0,1
2258,3139,affect,24406141,6.0,6.0,1
2259,3140,virgin,24406134,6.0,6.0,1
2262,3143,raised,24397948,6.0,6.0,1
2274,3159,blonde,24231993,6.0,6.0,1
2282,3172,albums,24121031,6.0,6.0,1
2283,3173,cheats,24106832,6.0,6.0,1
2287,3177,guests,24082514,6.0,6.0,1
2288,3178,hosted,24074706,6.0,6.0,1
2295,3186,nevada,24043648,6.0,6.0,1
2298,3190,agenda,24005891,6.0,6.0,1
2299,3191,anyway,24005157,6.0,6.0,1
2301,3193,tracks,24002303,6.0,6.0,1
2306,3199,prince,23975036,6.0,6.0,1
2307,3200,circle,23962760,6.0,6.0,1
2308,3202,grants,23947774,6.0,6.0,1
2314,3209,edward,23900979,6.0,6.0,1
2329,3231,launch,23714910,6.0,6.0,1
2337,3243,symbol,23631465,6.0,6.0,1
2338,3244,crafts,23627152,6.0,6.0,1
2346,3254,fiscal,23506040,6.0,6.0,1
2348,3256,styles,23491617,6.0,6.0,1
2349,3257,denver,23464662,6.0,6.0,1
2350,3259,filled,23448324,6.0,6.0,1
2354,3264,notify,23388787,6.0,6.0,1
2361,3272,cables,23311631,6.0,6.0,1
2362,3273,cotton,23279423,6.0,6.0,1
2368,3279,dental,23240707,6.0,6.0,1
2369,3280,killed,23240536,6.0,6.0,1
2370,3281,border,23234399,6.0,6.0,1
2372,3283,debate,23211499,6.0,6.0,1
2374,3285,starts,23163739,6.0,6.0,1
2376,3287,causes,23150385,6.0,6.0,1
2387,3298,opened,23076347,6.0,6.0,1
2396,3308,scores,23018016,6.0,6.0,1
2399,3312,comedy,22993280,6.0,6.0,1
2402,3315,weblog,22961283,6.0,6.0,1
2403,3316,linear,22944812,6.0,6.0,1
2408,3323,edited,22917163,6.0,6.0,1
2411,3327,jewish,22875236,6.0,6.0,1
2413,3329,linked,22873620,6.0,6.0,1
2419,3338,wonder,22806353,6.0,6.0,1
2422,3342,begins,22759868,6.0,6.0,1
2424,3344,reform,22751438,6.0,6.0,1
2425,3346,alerts,22720439,6.0,6.0,1
2431,3353,assume,22679395,6.0,6.0,1
2437,3361,howard,22626828,6.0,6.0,1
2439,3363,leaves,22612463,6.0,6.0,1
2449,3375,checks,22488512,6.0,6.0,1
2453,3379,safari,22479030,6.0,6.0,1
2466,3396,tested,22323205,6.0,6.0,1
2475,3407,formal,22274656,6.0,6.0,1
2478,3411,hockey,22252453,6.0,6.0,1
2483,3417,showed,22170303,6.0,6.0,1
2498,3438,cancel,21985503,6.0,6.0,1
2499,3439,limits,21977149,6.0,6.0,1
2507,3447,outlet,21890990,6.0,6.0,1
2519,3461,winner,21794180,6.0,6.0,1
2524,3467,potter,21763070,6.0,6.0,1
2528,3474,modify,21716962,6.0,6.0,1
2529,3475,oxford,21694927,6.0,6.0,1
2539,3486,patent,21612969,6.0,6.0,1
2541,3491,eating,21565444,6.0,6.0,1
2547,3497,mirror,21539161,6.0,6.0,1
2553,3504,kernel,21477662,6.0,6.0,1
2555,3506,stocks,21451319,6.0,6.0,1
2556,3507,buyers,21450595,6.0,6.0,1
2563,3516,taiwan,21364111,6.0,6.0,1
2564,3518,chosen,21345654,6.0,6.0,1
2565,3520,greece,21329720,6.0,6.0,1
2569,3525,labour,21288089,6.0,6.0,1
2572,3529,nights,21258662,6.0,6.0,1
2573,3530,behalf,21247820,6.0,6.0,1
2575,3532,liquid,21222253,6.0,6.0,1
2577,3536,salary,21156261,6.0,6.0,1
2584,3543,saving,21120835,6.0,6.0,1
2586,3546,empire,21111416,6.0,6.0,1
2587,3547,resume,21107737,6.0,6.0,1
2588,3548,twenty,21104413,6.0,6.0,1
2592,3552,avatar,21069571,6.0,6.0,1
2598,3562,helped,21000656,6.0,6.0,1
2602,3567,decide,20950675,6.0,6.0,1
2619,3588,guinea,20757599,6.0,6.0,1
2621,3590,muscle,20752802,6.0,6.0,1
2634,3606,attend,20639654,6.0,6.0,1
2635,3607,shower,20638340,6.0,6.0,1
2640,3614,holdem,20603157,6.0,6.0,1
2647,3624,seemed,20472519,6.0,6.0,1
2662,3644,finder,20303313,6.0,6.0,1
2663,3645,unable,20295595,6.0,6.0,1
2680,3664,insert,20140772,6.0,6.0,1
2683,3669,alumni,20070485,6.0,6.0,1
2697,3684,themes,19974388,6.0,6.0,1
2698,3685,powers,19973868,6.0,6.0,1
2699,3686,heaven,19969634,6.0,6.0,1
2710,3699,norway,19902766,6.0,6.0,1
2712,3701,asking,19887691,6.0,6.0,1
2713,3702,blocks,19884255,6.0,6.0,1
2719,3714,bodies,19791471,6.0,6.0,1
2739,3736,paying,19621495,6.0,6.0,1
2746,3743,carbon,19551891,6.0,6.0,1
2754,3751,crisis,19470970,6.0,6.0,1
2759,3756,bright,19446368,6.0,6.0,1
2761,3758,header,19439961,6.0,6.0,1
2763,3761,formed,19429976,6.0,6.0,1
2765,3766,sheets,19384447,6.0,6.0,1
2768,3769,puerto,19353145,6.0,6.0,1
2772,3773,plasma,19332271,6.0,6.0,1
2784,3786,banner,19200368,6.0,6.0,1
2795,3799,dreams,19138612,6.0,6.0,1
2799,3804,stands,19090611,6.0,6.0,1
2811,3818,latina,19013623,6.0,6.0,1
2812,3820,wheels,19006976,6.0,6.0,1
2813,3821,sexcam,19005574,6.0,6.0,1
2823,3832,router,18959289,6.0,6.0,1
2826,3836,poland,18942734,6.0,6.0,1
2827,3837,folder,18941479,6.0,6.0,1
2828,3838,womens,18930317,6.0,6.0,1
2830,3841,upload,18904189,6.0,6.0,1
2836,3847,voting,18802108,6.0,6.0,1
2837,3848,courts,18791699,6.0,6.0,1
2860,3875,regard,18645277,6.0,6.0,1
2861,3877,exists,18638064,6.0,6.0,1
2863,3879,smooth,18633567,6.0,6.0,1
2867,3883,strike,18621050,6.0,6.0,1
2871,3888,narrow,18584380,6.0,6.0,1
2873,3890,threat,18546277,6.0,6.0,1
2886,3904,castle,18456906,6.0,6.0,1
2888,3906,missed,18451052,6.0,6.0,1
2892,3910,labels,18427423,6.0,6.0,1
2896,3915,acting,18407646,6.0,6.0,1
2898,3917,stored,18391852,6.0,6.0,1
2921,3946,stable,18225829,6.0,6.0,1
2925,3951,lesson,18181371,6.0,6.0,1
2926,3952,cinema,18179389,6.0,6.0,1
2935,3963,severe,18137877,6.0,6.0,1
2940,3969,deluxe,18085596,6.0,6.0,1
2949,3981,fabric,17992206,6.0,6.0,1
2950,3983,visits,17988054,6.0,6.0,1
2957,3991,flying,17948471,6.0,6.0,1
2959,3994,berlin,17932276,6.0,6.0,1
