,rank,word,count,length,adj_length,reserved
481,818,rules,97658641,5.0,5.0,1
482,819,final,97649084,5.0,5.0,1
483,820,adult,97583096,5.0,5.0,1
485,822,thing,97451660,5.0,5.0,1
488,826,cheap,97049762,5.0,5.0,1
491,834,third,95489240,5.0,5.0,1
492,836,gifts,95412416,5.0,5.0,1
497,845,cover,94501729,5.0,5.0,1
509,865,often,92551460,5.0,5.0,1
514,870,watch,92006970,5.0,5.0,1
519,878,deals,91189968,5.0,5.0,1
521,880,words,90910143,5.0,5.0,1
522,881,linux,90854231,5.0,5.0,1
525,885,james,90535679,5.0,5.0,1
527,888,heart,90249265,5.0,5.0,1
537,898,error,89396475,5.0,5.0,1
542,906,clear,88447610,5.0,5.0,1
547,912,makes,87829598,5.0,5.0,1
552,919,india,87391857,5.0,5.0,1
554,921,taken,87019836,5.0,5.0,1
558,926,known,86395556,5.0,5.0,1
559,928,cases,86255673,5.0,5.0,1
563,933,quick,85584600,5.0,5.0,1
567,940,whole,85202530,5.0,5.0,1
570,943,later,84857974,5.0,5.0,1
571,944,basic,84840226,5.0,5.0,1
572,946,shows,84804638,5.0,5.0,1
588,964,along,83444756,5.0,5.0,1
589,965,among,83431590,5.0,5.0,1
590,966,death,83216831,5.0,5.0,1
592,968,speed,83135749,5.0,5.0,1
594,973,brand,82807581,5.0,5.0,1
608,991,stuff,81444510,5.0,5.0,1
611,995,japan,81110725,5.0,5.0,1
612,996,doing,80821946,5.0,5.0,1
613,997,loans,80821333,5.0,5.0,1
614,998,shoes,80755612,5.0,5.0,1
615,999,entry,80717798,5.0,5.0,1
622,1009,notes,79958318,5.0,5.0,1
630,1021,force,79199815,5.0,5.0,1
633,1026,river,78843808,5.0,5.0,1
639,1035,album,77914316,5.0,5.0,1
645,1043,views,77333335,5.0,5.0,1
646,1044,plans,77295630,5.0,5.0,1
648,1047,build,77203075,5.0,5.0,1
651,1050,types,77070740,5.0,5.0,1
653,1053,lines,76806341,5.0,5.0,1
660,1060,apply,76341478,5.0,5.0,1
669,1071,asked,75532722,5.0,5.0,1
674,1082,cross,74230978,5.0,5.0,1
683,1094,weeks,73571749,5.0,5.0,1
690,1103,lower,72606927,5.0,5.0,1
692,1105,union,72603888,5.0,5.0,1
697,1114,names,71918906,5.0,5.0,1
707,1128,leave,70957750,5.0,5.0,1
709,1130,teens,70859771,5.0,5.0,1
710,1134,woman,70613606,5.0,5.0,1
714,1142,cable,70082598,5.0,5.0,1
727,1157,score,69315004,5.0,5.0,1
735,1167,shown,68755779,5.0,5.0,1
740,1173,flash,68391647,5.0,5.0,1
757,1196,ideas,67309657,5.0,5.0,1
761,1201,allow,67052567,5.0,5.0,1
766,1207,homes,66753480,5.0,5.0,1
767,1208,super,66703287,5.0,5.0,1
774,1217,asian,66078353,5.0,5.0,1
778,1222,cause,65904680,5.0,5.0,1
780,1229,focus,65626732,5.0,5.0,1
782,1234,rooms,65453403,5.0,5.0,1
796,1251,voice,64600528,5.0,5.0,1
803,1260,comes,64256803,5.0,5.0,1
809,1267,brown,64112042,5.0,5.0,1
815,1277,forms,63561604,5.0,5.0,1
816,1278,glass,63559754,5.0,5.0,1
817,1279,happy,63471922,5.0,5.0,1
818,1281,smith,63357901,5.0,5.0,1
821,1284,thank,63234550,5.0,5.0,1
824,1288,prior,62949059,5.0,5.0,1
826,1290,sport,62683851,5.0,5.0,1
827,1291,ready,62667516,5.0,5.0,1
841,1308,round,61836702,5.0,5.0,1
851,1320,built,61502894,5.0,5.0,1
853,1322,blood,61348302,5.0,5.0,1
860,1332,earth,61059905,5.0,5.0,1
862,1334,nokia,61035236,5.0,5.0,1
878,1354,italy,60280461,5.0,5.0,1
882,1360,basis,59901425,5.0,5.0,1
887,1366,award,59652161,5.0,5.0,1
889,1369,peter,59541743,5.0,5.0,1
893,1377,extra,59377307,5.0,5.0,1
896,1380,pussy,59206591,5.0,5.0,1
899,1383,rated,59102029,5.0,5.0,1
905,1390,quite,58777731,5.0,5.0,1
913,1400,horse,58453720,5.0,5.0,1
916,1404,stars,58352743,5.0,5.0,1
918,1406,lists,58249254,5.0,5.0,1
920,1408,owner,58189056,5.0,5.0,1
928,1421,takes,57784233,5.0,5.0,1
929,1424,bring,57608074,5.0,5.0,1
939,1437,input,57191675,5.0,5.0,1
941,1440,agent,57103658,5.0,5.0,1
942,1441,valid,57094711,5.0,5.0,1
947,1449,grand,56599468,5.0,5.0,1
949,1451,trial,56547673,5.0,5.0,1
951,1453,units,56512308,5.0,5.0,1
955,1458,wrote,56421594,5.0,5.0,1
957,1460,ships,56365355,5.0,5.0,1
961,1465,metal,56181783,5.0,5.0,1
969,1477,funds,55721876,5.0,5.0,1
979,1489,guest,55293215,5.0,5.0,1
980,1490,seems,55276661,5.0,5.0,1
983,1494,trust,55157142,5.0,5.0,1
986,1498,multi,55131463,5.0,5.0,1
998,1517,grade,54275130,5.0,5.0,1
1010,1531,panel,53784382,5.0,5.0,1
1011,1532,floor,53759851,5.0,5.0,1
1014,1535,match,53532481,5.0,5.0,1
1023,1548,plant,53247607,5.0,5.0,1
1036,1567,sense,52629633,5.0,5.0,1
1039,1571,stage,52518330,5.0,5.0,1
1041,1573,goods,52507183,5.0,5.0,1
1054,1589,maybe,51895609,5.0,5.0,1
1062,1599,spain,51553238,5.0,5.0,1
1067,1606,youth,51426255,5.0,5.0,1
1076,1617,break,51242970,5.0,5.0,1
1079,1621,dance,51147967,5.0,5.0,1
1094,1642,apple,50551171,5.0,5.0,1
1099,1649,enjoy,50141455,5.0,5.0,1
1108,1661,block,49694725,5.0,5.0,1
1113,1667,civil,49495349,5.0,5.0,1
1114,1668,steel,49452604,5.0,5.0,1
1116,1670,songs,49272598,5.0,5.0,1
1117,1671,fixed,49215402,5.0,5.0,1
1118,1672,wrong,49156828,5.0,5.0,1
1120,1674,hands,49087727,5.0,5.0,1
1126,1681,paris,48831449,5.0,5.0,1
1131,1690,fully,48616832,5.0,5.0,1
1143,1707,worth,48075237,5.0,5.0,1
1150,1719,peace,47856201,5.0,5.0,1
1155,1725,coast,47716394,5.0,5.0,1
1160,1731,grant,47609624,5.0,5.0,1
1161,1733,agree,47500911,5.0,5.0,1
1172,1748,blogs,46978262,5.0,5.0,1
1189,1776,scale,46307526,5.0,5.0,1
1190,1777,stand,46292709,5.0,5.0,1
1196,1783,frame,46079991,5.0,5.0,1
1204,1792,chief,45699591,5.0,5.0,1
1205,1793,gives,45649146,5.0,5.0,1
1212,1803,heard,45436523,5.0,5.0,1
1213,1804,begin,45434902,5.0,5.0,1
1216,1807,royal,45407189,5.0,5.0,1
1217,1808,clean,45381752,5.0,5.0,1
1227,1819,bible,45080741,5.0,5.0,1
1234,1830,suite,44829675,5.0,5.0,1
1235,1831,vegas,44810653,5.0,5.0,1
1237,1834,chris,44754518,5.0,5.0,1
1247,1851,piece,44298807,5.0,5.0,1
1248,1852,sheet,44295187,5.0,5.0,1
1249,1854,seven,44224906,5.0,5.0,1
1250,1855,older,44222089,5.0,5.0,1
1255,1861,cells,44128080,5.0,5.0,1
1264,1871,looks,43897035,5.0,5.0,1
1272,1879,calls,43661633,5.0,5.0,1
1273,1880,whose,43634263,5.0,5.0,1
1286,1894,naked,43110969,5.0,5.0,1
1299,1910,lives,42750046,5.0,5.0,1
1308,1921,stone,42494931,5.0,5.0,1
1316,1931,tests,42336117,5.0,5.0,1
1324,1945,buyer,42024703,5.0,5.0,1
1326,1947,steve,41997245,5.0,5.0,1
1339,1970,label,41359857,5.0,5.0,1
1341,1972,scott,41326573,5.0,5.0,1
1343,1976,canon,41144763,5.0,5.0,1
1346,1979,waste,41089558,5.0,5.0,1
1354,1989,chair,40764005,5.0,5.0,1
1357,1992,phase,40722940,5.0,5.0,1
1361,1998,motor,40615655,5.0,5.0,1
1365,2003,shirt,40501964,5.0,5.0,1
1369,2009,crime,40361756,5.0,5.0,1
1370,2010,count,40345803,5.0,5.0,1
1378,2021,claim,40085342,5.0,5.0,1
1382,2025,patch,39999745,5.0,5.0,1
1394,2043,santa,39664896,5.0,5.0,1
1401,2053,alone,39326417,5.0,5.0,1
1404,2056,jones,39297134,5.0,5.0,1
1417,2073,saint,38929141,5.0,5.0,1
1422,2080,drugs,38827156,5.0,5.0,1
1423,2081,joint,38827057,5.0,5.0,1
1426,2084,fresh,38781893,5.0,5.0,1
1440,2101,dates,38442243,5.0,5.0,1
1443,2104,upper,38341510,5.0,5.0,1
1446,2107,prime,38308402,5.0,5.0,1
1448,2109,limit,38290292,5.0,5.0,1
1449,2110,began,38269468,5.0,5.0,1
1450,2111,louis,38259201,5.0,5.0,1
1451,2112,steps,38254292,5.0,5.0,1
1453,2114,shops,38241315,5.0,5.0,1
1458,2122,creek,38159464,5.0,5.0,1
1461,2126,urban,38087999,5.0,5.0,1
1467,2132,tours,37957036,5.0,5.0,1
1470,2136,labor,37866418,5.0,5.0,1
1472,2138,admin,37835381,5.0,5.0,1
1477,2144,heavy,37668153,5.0,5.0,1
1487,2158,solid,37426444,5.0,5.0,1
1495,2167,theme,37219937,5.0,5.0,1
1506,2183,porno,36925475,5.0,5.0,1
1512,2191,touch,36831035,5.0,5.0,1
1515,2195,goals,36766773,5.0,5.0,1
1520,2201,serve,36697856,5.0,5.0,1
1523,2204,magic,36676771,5.0,5.0,1
1524,2205,mount,36648260,5.0,5.0,1
1525,2206,smart,36636558,5.0,5.0,1
1527,2210,latin,36548259,5.0,5.0,1
1529,2214,avoid,36508203,5.0,5.0,1
1536,2222,birth,36286070,5.0,5.0,1
1537,2223,virus,36286003,5.0,5.0,1
1538,2224,abuse,36269685,5.0,5.0,1
1549,2235,facts,36041603,5.0,5.0,1
1553,2240,faith,35936559,5.0,5.0,1
1554,2241,chain,35928367,5.0,5.0,1
1563,2251,moved,35713495,5.0,5.0,1
1565,2253,reach,35687918,5.0,5.0,1
1573,2262,sorry,35595812,5.0,5.0,1
1579,2270,gamma,35426622,5.0,5.0,1
1583,2275,truth,35345925,5.0,5.0,1
1592,2287,films,35200065,5.0,5.0,1
1599,2295,owned,35050234,5.0,5.0,1
1601,2297,draft,35033621,5.0,5.0,1
1602,2298,chart,35027490,5.0,5.0,1
1605,2302,jesus,34929061,5.0,5.0,1
1607,2304,clubs,34881779,5.0,5.0,1
1609,2308,equal,34832354,5.0,5.0,1
1630,2332,codes,34503537,5.0,5.0,1
1631,2333,kinds,34482138,5.0,5.0,1
1637,2339,teams,34383288,5.0,5.0,1
1641,2346,funny,34281806,5.0,5.0,1
1645,2351,tried,34201786,5.0,5.0,1
1651,2360,named,34099544,5.0,5.0,1
1653,2362,laser,34080740,5.0,5.0,1
1662,2372,harry,33867934,5.0,5.0,1
1669,2380,taxes,33674672,5.0,5.0,1
1670,2381,mouse,33667003,5.0,5.0,1
1674,2385,brain,33612784,5.0,5.0,1
1678,2389,dream,33518573,5.0,5.0,1
1680,2391,false,33476460,5.0,5.0,1
1686,2400,falls,33213513,5.0,5.0,1
1690,2407,stats,33096627,5.0,5.0,1
1694,2411,carry,33056477,5.0,5.0,1
1698,2419,hello,32960381,5.0,5.0,1
1705,2426,clips,32846497,5.0,5.0,1
1711,2435,brief,32599674,5.0,5.0,1
1712,2436,ended,32588866,5.0,5.0,1
1714,2438,eight,32567724,5.0,5.0,1
1719,2444,wants,32538214,5.0,5.0,1
1723,2449,alert,32472727,5.0,5.0,1
1730,2459,queen,32366847,5.0,5.0,1
1734,2465,sweet,32311923,5.0,5.0,1
1738,2471,diego,32238555,5.0,5.0,1
1740,2476,truck,32136249,5.0,5.0,1
1747,2484,votes,32059663,5.0,5.0,1
1752,2493,ocean,31928741,5.0,5.0,1
1755,2496,signs,31899467,5.0,5.0,1
1756,2498,depth,31879926,5.0,5.0,1
1761,2504,train,31816971,5.0,5.0,1
1774,2520,feeds,31593736,5.0,5.0,1
1783,2531,route,31439231,5.0,5.0,1
1788,2536,frank,31392284,5.0,5.0,1
1792,2542,anime,31334688,5.0,5.0,1
1793,2543,speak,31324712,5.0,5.0,1
1797,2547,query,31284313,5.0,5.0,1
1806,2560,rural,30998929,5.0,5.0,1
1811,2566,judge,30905832,5.0,5.0,1
1813,2570,bytes,30848384,5.0,5.0,1
1816,2574,fight,30784313,5.0,5.0,1
1820,2580,filed,30718907,5.0,5.0,1
1831,2595,korea,30582894,5.0,5.0,1
1832,2596,banks,30582183,5.0,5.0,1
1835,2602,kelly,30510238,5.0,5.0,1
1836,2603,leads,30507300,5.0,5.0,1
1867,2639,brian,30060564,5.0,5.0,1
1880,2655,miami,29904805,5.0,5.0,1
1891,2668,wales,29821525,5.0,5.0,1
1895,2672,minor,29782623,5.0,5.0,1
1899,2676,noted,29754565,5.0,5.0,1
1903,2682,spent,29719451,5.0,5.0,1
1907,2686,davis,29689352,5.0,5.0,1
1912,2694,helps,29607993,5.0,5.0,1
1915,2697,cycle,29585286,5.0,5.0,1
1919,2704,sleep,29491537,5.0,5.0,1
1924,2711,scene,29372413,5.0,5.0,1
1934,2723,drink,29254937,5.0,5.0,1
1952,2744,intel,28995654,5.0,5.0,1
1964,2762,rings,28827859,5.0,5.0,1
1969,2769,henry,28769085,5.0,5.0,1
1972,2772,guess,28743465,5.0,5.0,1
1992,2799,ahead,28375319,5.0,5.0,1
2001,2810,devel,28152649,5.0,5.0,1
2013,2822,delta,28051872,5.0,5.0,1
2025,2837,cisco,27894293,5.0,5.0,1
2027,2840,alpha,27832836,5.0,5.0,1
2030,2843,bonus,27819488,5.0,5.0,1
2039,2854,adobe,27538755,5.0,5.0,1
2045,2863,trees,27378116,5.0,5.0,1
2048,2867,dress,27318959,5.0,5.0,1
2060,2883,refer,27099706,5.0,5.0,1
2067,2890,babes,27016030,5.0,5.0,1
2074,2898,layer,26912270,5.0,5.0,1
2087,2918,spend,26713310,5.0,5.0,1
2096,2928,clock,26624872,5.0,5.0,1
2109,2943,ratio,26457942,5.0,5.0,1
2117,2956,proof,26305059,5.0,5.0,1
2121,2963,empty,26206017,5.0,5.0,1
2127,2973,maine,26049821,5.0,5.0,1
2130,2978,ideal,26036289,5.0,5.0,1
2131,2979,specs,26029159,5.0,5.0,1
2135,2984,parks,25974927,5.0,5.0,1
2140,2989,cream,25898758,5.0,5.0,1
2144,2998,boxes,25787744,5.0,5.0,1
2146,3000,hills,25770218,5.0,5.0,1
2151,3009,aware,25700328,5.0,5.0,1
2153,3011,shape,25675227,5.0,5.0,1
2155,3013,irish,25658075,5.0,5.0,1
2162,3023,firms,25497302,5.0,5.0,1
2168,3030,usage,25440406,5.0,5.0,1
2171,3035,mixed,25395056,5.0,5.0,1
2175,3041,exist,25349128,5.0,5.0,1
2176,3042,wheel,25342937,5.0,5.0,1
2183,3051,angel,25294123,5.0,5.0,1
2190,3059,width,25182453,5.0,5.0,1
2191,3060,noise,25171520,5.0,5.0,1
2194,3063,array,25150016,5.0,5.0,1
2203,3073,greek,25059132,5.0,5.0,1
2217,3090,sharp,24904199,5.0,5.0,1
2231,3109,occur,24679212,5.0,5.0,1
2233,3111,knows,24640096,5.0,5.0,1
2247,3125,coach,24514961,5.0,5.0,1
2248,3126,kevin,24511652,5.0,5.0,1
2271,3156,plate,24275560,5.0,5.0,1
2304,3197,logic,23989892,5.0,5.0,1
2326,3224,sizes,23751367,5.0,5.0,1
2327,3225,plain,23747230,5.0,5.0,1
2331,3234,costa,23702154,5.0,5.0,1
2335,3241,trail,23648838,5.0,5.0,1
2340,3246,buddy,23611087,5.0,5.0,1
2343,3250,setup,23534848,5.0,5.0,1
2355,3265,blues,23387172,5.0,5.0,1
2358,3269,scope,23349420,5.0,5.0,1
2391,3303,crazy,23032837,5.0,5.0,1
2406,3319,bears,22926868,5.0,5.0,1
2410,3326,mouth,22880351,5.0,5.0,1
2412,3328,meter,22874915,5.0,5.0,1
2421,3341,fruit,22767191,5.0,5.0,1
2428,3350,mysql,22703527,5.0,5.0,1
2436,3360,lewis,22640158,5.0,5.0,1
2456,3382,sugar,22450333,5.0,5.0,1
2457,3386,stick,22399126,5.0,5.0,1
2459,3388,allen,22368068,5.0,5.0,1
2462,3392,genre,22344091,5.0,5.0,1
2463,3393,slide,22339084,5.0,5.0,1
2470,3401,exact,22304937,5.0,5.0,1
2471,3402,bound,22303643,5.0,5.0,1
2479,3412,storm,22242164,5.0,5.0,1
2480,3413,micro,22219932,5.0,5.0,1
2492,3430,dolls,22065047,5.0,5.0,1
2504,3444,paint,21926890,5.0,5.0,1
2505,3445,delay,21911190,5.0,5.0,1
2506,3446,pilot,21909830,5.0,5.0,1
2510,3451,czech,21849930,5.0,5.0,1
2514,3455,novel,21821189,5.0,5.0,1
2518,3460,ultra,21795075,5.0,5.0,1
2520,3462,idaho,21791957,5.0,5.0,1
2525,3469,plays,21753930,5.0,5.0,1
2530,3477,truly,21693553,5.0,5.0,1
2545,3495,lodge,21541130,5.0,5.0,1
2554,3505,boobs,21461250,5.0,5.0,1
2562,3515,broad,21370126,5.0,5.0,1
2566,3522,swiss,21324437,5.0,5.0,1
2567,3523,sarah,21321998,5.0,5.0,1
2568,3524,clark,21305891,5.0,5.0,1
2579,3538,foods,21150689,5.0,5.0,1
2581,3540,guard,21137924,5.0,5.0,1
2589,3549,newly,21102330,5.0,5.0,1
2590,3550,raise,21099943,5.0,5.0,1
2604,3569,drama,20939845,5.0,5.0,1
2611,3577,bands,20842378,5.0,5.0,1
2615,3583,lunch,20807419,5.0,5.0,1
2616,3584,dildo,20789655,5.0,5.0,1
2617,3585,audit,20786243,5.0,5.0,1
2626,3596,polls,20694349,5.0,5.0,1
2628,3598,tower,20686918,5.0,5.0,1
2629,3599,yours,20672809,5.0,5.0,1
2637,3610,jason,20616747,5.0,5.0,1
2641,3615,shell,20599318,5.0,5.0,1
2655,3632,solar,20423792,5.0,5.0,1
2656,3634,catch,20400979,5.0,5.0,1
2661,3642,doubt,20311261,5.0,5.0,1
2666,3648,tasks,20273373,5.0,5.0,1
2671,3654,const,20236664,5.0,5.0,1
2673,3656,doors,20229491,5.0,5.0,1
2679,3663,forth,20149609,5.0,5.0,1
2695,3682,bruce,19999866,5.0,5.0,1
2696,3683,split,19998411,5.0,5.0,1
2701,3690,twice,19945569,5.0,5.0,1
2704,3693,egypt,19926686,5.0,5.0,1
2718,3710,shift,19811555,5.0,5.0,1
2722,3718,simon,19757457,5.0,5.0,1
2724,3720,marks,19747824,5.0,5.0,1
2726,3722,loved,19719299,5.0,5.0,1
2731,3727,birds,19693729,5.0,5.0,1
2738,3735,saved,19635976,5.0,5.0,1
2741,3738,shots,19611119,5.0,5.0,1
2743,3740,moore,19585613,5.0,5.0,1
2760,3757,treat,19442315,5.0,5.0,1
2764,3762,piano,19419956,5.0,5.0,1
2783,3785,risks,19205769,5.0,5.0,1
2791,3794,ports,19171802,5.0,5.0,1
2800,3805,teach,19079783,5.0,5.0,1
2803,3808,rapid,19070672,5.0,5.0,1
2804,3810,hairy,19060619,5.0,5.0,1
2816,3824,dutch,19000979,5.0,5.0,1
2821,3830,boots,18968708,5.0,5.0,1
2822,3831,holds,18963546,5.0,5.0,1
2831,3842,pulse,18893735,5.0,5.0,1
2845,3857,metro,18738665,5.0,5.0,1
2849,3861,strip,18711440,5.0,5.0,1
2851,3863,pearl,18707334,5.0,5.0,1
2881,3898,penis,18478169,5.0,5.0,1
2897,3916,heads,18400524,5.0,5.0,1
2899,3919,logos,18366230,5.0,5.0,1
2902,3922,milfs,18358745,5.0,5.0,1
2916,3940,honda,18261029,5.0,5.0,1
2919,3943,bills,18248816,5.0,5.0,1
2922,3947,opera,18225169,5.0,5.0,1
2927,3953,asset,18178753,5.0,5.0,1
2932,3960,blank,18150537,5.0,5.0,1
2941,3970,humor,18085495,5.0,5.0,1
2944,3974,lived,18050710,5.0,5.0,1
2952,3985,tight,17981854,5.0,5.0,1
2965,4004,meant,17832930,5.0,5.0,1
2970,4009,plane,17799728,5.0,5.0,1
2978,4020,meets,17760399,5.0,5.0,1
2995,4038,tampa,17654589,5.0,5.0,1
2998,4042,grace,17642126,5.0,5.0,1
2999,4043,susan,17638870,5.0,5.0,1
3000,4046,adams,17620255,5.0,5.0,1
3003,4051,villa,17587586,5.0,5.0,1
3010,4061,inner,17552078,5.0,5.0,1
3023,4077,roman,17431193,5.0,5.0,1
3041,4102,taste,17311343,5.0,5.0,1
3048,4112,trips,17273017,5.0,5.0,1
3049,4114,sides,17269191,5.0,5.0,1
3050,4116,turns,17261850,5.0,5.0,1
3053,4119,cache,17250923,5.0,5.0,1
3059,4127,lease,17180592,5.0,5.0,1
3063,4131,proud,17167504,5.0,5.0,1
3070,4139,giant,17098874,5.0,5.0,1
3075,4144,seats,17070818,5.0,5.0,1
3077,4147,alarm,17059844,5.0,5.0,1
3081,4151,usual,17044981,5.0,5.0,1
3086,4156,angle,17016075,5.0,5.0,1
3087,4158,vinyl,17009819,5.0,5.0,1
3093,4164,worst,16975343,5.0,5.0,1
3119,4192,honor,16787246,5.0,5.0,1
3121,4195,eagle,16785232,5.0,5.0,1
3123,4197,pants,16774383,5.0,5.0,1
3125,4199,nurse,16772151,5.0,5.0,1
3130,4204,quiet,16746894,5.0,5.0,1
3137,4213,comic,16695850,5.0,5.0,1
3141,4218,crown,16651038,5.0,5.0,1
3144,4222,maker,16635947,5.0,5.0,1
3145,4223,crack,16633701,5.0,5.0,1
