,rank,word,count,length,adj_length,reserved
9030,11530,preparations,4031926,12.0,12.0,1
9040,11541,palestinians,4027252,12.0,12.0,1
9052,11556,exploitation,4023362,12.0,12.0,1
9087,11605,proportional,3990019,12.0,12.0,1
9175,11708,economically,3929872,12.0,12.0,1
9183,11717,coefficients,3922786,12.0,12.0,1
9254,11803,johannesburg,3875115,12.0,12.0,1
9332,11905,depreciation,3818913,12.0,12.0,1
9352,11932,simultaneous,3808657,12.0,12.0,1
9389,11977,foreclosures,3783227,12.0,12.0,1
9405,11995,purification,3769668,12.0,12.0,1
9407,11998,southeastern,3769283,12.0,12.0,1
9419,12011,inconsistent,3763083,12.0,12.0,1
9434,12032,breakthrough,3757116,12.0,12.0,1
9541,12164,masterbating,3687277,12.0,12.0,1
9610,12249,congregation,3649518,12.0,12.0,1
9632,12275,pricegrabber,3639276,12.0,12.0,1
9657,12306,transformers,3627334,12.0,12.0,1
9666,12318,inflammatory,3621413,12.0,12.0,1
9688,12345,regeneration,3611850,12.0,12.0,1
9698,12357,programmable,3605039,12.0,12.0,1
9703,12362,chemotherapy,3601490,12.0,12.0,1
9730,12395,workstations,3577167,12.0,12.0,1
9735,12400,solicitation,3575386,12.0,12.0,1
9867,12566,incorporates,3503733,12.0,12.0,1
9886,12593,christchurch,3489931,12.0,12.0,1
9904,12612,compilations,3482030,12.0,12.0,1
9922,12631,surroundings,3473796,12.0,12.0,1
9945,12659,distributing,3460996,12.0,12.0,1
9962,12678,localization,3452676,12.0,12.0,1
9972,12690,displacement,3448688,12.0,12.0,1
9977,12695,volunteering,3447271,12.0,12.0,1
9983,12702,constructive,3445093,12.0,12.0,1
9986,12707,preparedness,3443760,12.0,12.0,1
10008,12734,masterbation,3435707,12.0,12.0,1
10022,12749,conveniently,3432407,12.0,12.0,1
10174,12932,aromatherapy,3349561,12.0,12.0,1
10176,12934,transferring,3349384,12.0,12.0,1
10255,13028,mesothelioma,3311875,12.0,12.0,1
10273,13050,resurrection,3299623,12.0,12.0,1
10280,13059,tuberculosis,3296585,12.0,12.0,1
10298,13079,scrapbooking,3291911,12.0,12.0,1
10303,13087,transforming,3289682,12.0,12.0,1
10309,13094,fluctuations,3287469,12.0,12.0,1
10324,13117,servicemagic,3277692,12.0,12.0,1
10383,13185,presbyterian,3252804,12.0,12.0,1
10388,13192,chiropractic,3248344,12.0,12.0,1
10420,13233,manufactures,3233043,12.0,12.0,1
10440,13256,collectively,3224225,12.0,12.0,1
10554,13387,cheerleaders,3173652,12.0,12.0,1
10581,13420,dependencies,3158474,12.0,12.0,1
10582,13423,accomodation,3157146,12.0,12.0,1
10621,13466,interpreting,3140617,12.0,12.0,1
10705,13573,astronomical,3103128,12.0,12.0,1
10710,13579,commercially,3100614,12.0,12.0,1
10714,13585,completeness,3098125,12.0,12.0,1
10729,13603,unacceptable,3092460,12.0,12.0,1
10730,13604,redistribute,3092057,12.0,12.0,1
10735,13611,deficiencies,3087091,12.0,12.0,1
10770,13659,northeastern,3068125,12.0,12.0,1
10822,13717,informations,3044128,12.0,12.0,1
10829,13724,biographical,3038522,12.0,12.0,1
10883,13783,enthusiastic,3015772,12.0,12.0,1
10901,13806,carisoprodol,3007983,12.0,12.0,1
10903,13808,spectroscopy,3007586,12.0,12.0,1
10909,13815,unregistered,3004589,12.0,12.0,1
10939,13852,inflammation,2988315,12.0,12.0,1
10989,13919,imprisonment,2964248,12.0,12.0,1
11006,13939,identifiable,2957577,12.0,12.0,1
11043,13983,constructing,2940002,12.0,12.0,1
11050,13992,williamsburg,2936607,12.0,12.0,1
11095,14051,hierarchical,2917623,12.0,12.0,1
11098,14054,lincolnshire,2916799,12.0,12.0,1
11209,14191,personalised,2867842,12.0,12.0,1
11218,14201,augmentation,2864943,12.0,12.0,1
11225,14210,deliberately,2862093,12.0,12.0,1
11242,14232,amortization,2853615,12.0,12.0,1
11250,14243,competencies,2849437,12.0,12.0,1
11298,14295,replacements,2826285,12.0,12.0,1
11305,14305,highlighting,2823564,12.0,12.0,1
11371,14392,motivational,2795731,12.0,12.0,1
11378,14401,longitudinal,2794093,12.0,12.0,1
11384,14407,neuroscience,2793239,12.0,12.0,1
11414,14439,constituents,2780907,12.0,12.0,1
11419,14445,fayetteville,2777073,12.0,12.0,1
11469,14508,counterparts,2755697,12.0,12.0,1
11502,14547,declarations,2742226,12.0,12.0,1
11529,14581,osteoporosis,2733610,12.0,12.0,1
11559,14617,compositions,2723773,12.0,12.0,1
11635,14704,facilitating,2692085,12.0,12.0,1
11673,14746,customizable,2679312,12.0,12.0,1
11681,14754,psychologist,2678215,12.0,12.0,1
11694,14771,grandparents,2672819,12.0,12.0,1
11696,14773,attributable,2671225,12.0,12.0,1
11766,14857,searchsearch,2649288,12.0,12.0,1
11808,14905,accidentally,2636203,12.0,12.0,1
11890,14998,interpreters,2605617,12.0,12.0,1
12000,15140,peterborough,2562698,12.0,12.0,1
12002,15143,authenticity,2562043,12.0,12.0,1
12024,15178,warwickshire,2550801,12.0,12.0,1
12104,15279,similarities,2524194,12.0,12.0,1
12157,15340,disadvantage,2504267,12.0,12.0,1
12186,15375,testosterone,2495063,12.0,12.0,1
12195,15384,questionable,2492735,12.0,12.0,1
12200,15391,unbelievable,2491299,12.0,12.0,1
12207,15399,invitational,2489659,12.0,12.0,1
12280,15490,contaminants,2464458,12.0,12.0,1
12303,15517,computerized,2455700,12.0,12.0,1
12331,15548,strengthened,2447673,12.0,12.0,1
12375,15605,compactflash,2427973,12.0,12.0,1
12387,15618,coordinators,2425563,12.0,12.0,1
12436,15681,multilingual,2407472,12.0,12.0,1
12443,15691,immunization,2406054,12.0,12.0,1
12450,15699,remuneration,2402572,12.0,12.0,1
12452,15701,interviewing,2402367,12.0,12.0,1
12468,15722,correctional,2397855,12.0,12.0,1
12490,15750,carbohydrate,2391830,12.0,12.0,1
12551,15826,supernatural,2374979,12.0,12.0,1
12562,15838,commentaries,2372211,12.0,12.0,1
12580,15860,neurological,2367615,12.0,12.0,1
12585,15866,scandinavian,2364674,12.0,12.0,1
12642,15935,segmentation,2348439,12.0,12.0,1
12658,15956,housekeeping,2342524,12.0,12.0,1
12689,15996,affiliations,2330795,12.0,12.0,1
12691,15999,appropriated,2330545,12.0,12.0,1
12697,16007,unclassified,2329160,12.0,12.0,1
12709,16023,unreasonable,2324841,12.0,12.0,1
12719,16033,constituency,2322415,12.0,12.0,1
12721,16035,acknowledges,2321868,12.0,12.0,1
12748,16068,illumination,2314953,12.0,12.0,1
12890,16240,communicated,2273387,12.0,12.0,1
12945,16307,anticipation,2261724,12.0,12.0,1
13029,16419,circumstance,2235074,12.0,12.0,1
13049,16445,benchmarking,2229563,12.0,12.0,1
13058,16455,bankruptcies,2228091,12.0,12.0,1
13111,16525,fluorescence,2212938,12.0,12.0,1
13147,16565,firefighters,2203597,12.0,12.0,1
13174,16599,printprinter,2198208,12.0,12.0,1
13188,16614,correlations,2193131,12.0,12.0,1
13238,16676,optimisation,2180387,12.0,12.0,1
13253,16696,biosynthesis,2176610,12.0,12.0,1
13276,16725,asynchronous,2169827,12.0,12.0,1
13377,16851,unidentified,2141331,12.0,12.0,1
13421,16915,communicator,2128091,12.0,12.0,1
13422,16916,horticulture,2128038,12.0,12.0,1
13433,16931,breathtaking,2124735,12.0,12.0,1
13466,16971,bodybuilding,2117113,12.0,12.0,1
13489,17003,characterize,2107717,12.0,12.0,1
13510,17029,multilateral,2101916,12.0,12.0,1
13547,17089,incompatible,2089664,12.0,12.0,1
13559,17102,unsuccessful,2087199,12.0,12.0,1
13560,17103,condominiums,2087162,12.0,12.0,1
13566,17109,chesterfield,2086291,12.0,12.0,1
13645,17203,unrestricted,2066478,12.0,12.0,1
13660,17223,conditioners,2060563,12.0,12.0,1
13679,17247,commandments,2056927,12.0,12.0,1
13703,17281,transporting,2048610,12.0,12.0,1
13713,17296,recommending,2046455,12.0,12.0,1
13740,17329,configurable,2040497,12.0,12.0,1
13798,17399,interruption,2024412,12.0,12.0,1
13851,17467,thiscategory,2011015,12.0,12.0,1
13917,17551,intermittent,1994067,12.0,12.0,1
13938,17578,transmitting,1988592,12.0,12.0,1
13999,17654,philanthropy,1975441,12.0,12.0,1
14023,17685,prostitution,1970168,12.0,12.0,1
14043,17707,conductivity,1966252,12.0,12.0,1
14053,17719,philosophers,1964528,12.0,12.0,1
14174,17869,navigational,1937987,12.0,12.0,1
14213,17923,homelessness,1926523,12.0,12.0,1
14217,17927,efficiencies,1926128,12.0,12.0,1
14292,18015,neighbouring,1910742,12.0,12.0,1
14321,18049,storytelling,1906358,12.0,12.0,1
14324,18052,polarization,1905724,12.0,12.0,1
14394,18137,conservatory,1890565,12.0,12.0,1
14427,18177,respectfully,1885188,12.0,12.0,1
14509,18276,genealogical,1868477,12.0,12.0,1
14654,18453,participates,1841017,12.0,12.0,1
14784,18618,bedfordshire,1812325,12.0,12.0,1
14819,18659,supplemented,1805290,12.0,12.0,1
14840,18683,interconnect,1802363,12.0,12.0,1
14894,18750,supermarkets,1790671,12.0,12.0,1
15005,18890,disconnected,1765840,12.0,12.0,1
15014,18899,disagreement,1764697,12.0,12.0,1
15090,18987,catastrophic,1750033,12.0,12.0,1
15127,19033,determinants,1744062,12.0,12.0,1
15213,19143,subdivisions,1726852,12.0,12.0,1
15302,19250,sonyericsson,1712793,12.0,12.0,1
15305,19257,embarrassing,1712216,12.0,12.0,1
15312,19265,stockholders,1711352,12.0,12.0,1
15343,19301,spreadsheets,1706515,12.0,12.0,1
15414,19385,abbreviation,1693819,12.0,12.0,1
15432,19405,facilitation,1691730,12.0,12.0,1
15496,19486,commentsblog,1678557,12.0,12.0,1
15504,19497,subparagraph,1676885,12.0,12.0,1
15594,19610,discriminate,1659114,12.0,12.0,1
15601,19617,ratification,1657571,12.0,12.0,1
15609,19627,spokesperson,1656553,12.0,12.0,1
15612,19631,inequalities,1656200,12.0,12.0,1
15622,19653,underwriting,1652694,12.0,12.0,1
15646,19681,partitioning,1649370,12.0,12.0,1
15670,19709,cryptography,1645630,12.0,12.0,1
15691,19738,mobilization,1642231,12.0,12.0,1
15722,19780,broadcasters,1635981,12.0,12.0,1
15739,19802,photographed,1631912,12.0,12.0,1
15747,19810,cosmopolitan,1630506,12.0,12.0,1
15780,19850,disturbances,1624387,12.0,12.0,1
15789,19860,synchronized,1622900,12.0,12.0,1
15801,19874,astrophysics,1620767,12.0,12.0,1
15824,19906,provisioning,1616424,12.0,12.0,1
15859,19951,transferable,1609980,12.0,12.0,1
15891,19991,missionaries,1604411,12.0,12.0,1
15909,20016,polyethylene,1600441,12.0,12.0,1
15927,20039,formulations,1598134,12.0,12.0,1
15948,20066,consultative,1594458,12.0,12.0,1
15967,20093,proclamation,1590224,12.0,12.0,1
15974,20101,irrespective,1589154,12.0,12.0,1
15990,20123,veterinarian,1585882,12.0,12.0,1
16061,20208,breckenridge,1573851,12.0,12.0,1
16086,20241,sociological,1569545,12.0,12.0,1
16093,20248,accelerating,1568747,12.0,12.0,1
16107,20263,metaphysical,1566885,12.0,12.0,1
16153,20316,specialising,1559090,12.0,12.0,1
16185,20355,entertainers,1553828,12.0,12.0,1
16214,20390,contemplated,1551104,12.0,12.0,1
16223,20401,aggressively,1549351,12.0,12.0,1
16230,20410,endorsements,1548038,12.0,12.0,1
16238,20420,concurrently,1546489,12.0,12.0,1
16252,20435,unauthorised,1543425,12.0,12.0,1
16362,20567,computations,1525533,12.0,12.0,1
16394,20607,unparalleled,1521531,12.0,12.0,1
16408,20624,jupitermedia,1519918,12.0,12.0,1
16460,20684,hillsborough,1511429,12.0,12.0,1
16481,20714,accommodated,1506562,12.0,12.0,1
16495,20730,refreshments,1503788,12.0,12.0,1
16501,20736,preferential,1503135,12.0,12.0,1
16514,20751,indefinitely,1501553,12.0,12.0,1
16523,20760,bookcrossing,1500813,12.0,12.0,1
16607,20860,therapeutics,1489353,12.0,12.0,1
16608,20861,shortcomings,1489316,12.0,12.0,1
16613,20866,concentrates,1488683,12.0,12.0,1
16646,20908,investigates,1483596,12.0,12.0,1
16679,20951,dissatisfied,1477991,12.0,12.0,1
16680,20952,philharmonic,1477989,12.0,12.0,1
16713,21000,authenticate,1471179,12.0,12.0,1
16830,21140,polyurethane,1454696,12.0,12.0,1
16852,21165,incidentally,1451850,12.0,12.0,1
16855,21168,cheerleading,1451494,12.0,12.0,1
16884,21205,transmitters,1447981,12.0,12.0,1
16946,21282,strawberries,1437661,12.0,12.0,1
16967,21305,incontinence,1435118,12.0,12.0,1
16990,21333,transsexuals,1431610,12.0,12.0,1
17002,21346,antioxidants,1430458,12.0,12.0,1
17004,21348,unexpectedly,1430243,12.0,12.0,1
17077,21437,psychiatrist,1419189,12.0,12.0,1
17094,21456,nomenclature,1417189,12.0,12.0,1
17155,21528,propositions,1409249,12.0,12.0,1
17185,21563,artistdirect,1405359,12.0,12.0,1
17211,21596,manipulating,1401011,12.0,12.0,1
17276,21674,designations,1392625,12.0,12.0,1
17324,21731,interpretive,1386070,12.0,12.0,1
17361,21775,postdoctoral,1380688,12.0,12.0,1
17379,21798,messageboard,1378430,12.0,12.0,1
17398,21817,fibromyalgia,1376780,12.0,12.0,1
17424,21847,advertisment,1373235,12.0,12.0,1
17430,21853,intermediary,1372814,12.0,12.0,1
17514,21950,distinctions,1360738,12.0,12.0,1
17565,22013,oceanography,1354587,12.0,12.0,1
17570,22018,radiological,1354035,12.0,12.0,1
17583,22037,repositories,1352444,12.0,12.0,1
17616,22078,frankenstein,1347765,12.0,12.0,1
17633,22103,illustrative,1345429,12.0,12.0,1
17672,22153,denomination,1340584,12.0,12.0,1
17681,22162,progesterone,1339832,12.0,12.0,1
17682,22163,acquaintance,1339448,12.0,12.0,1
17695,22181,receptionist,1337492,12.0,12.0,1
17744,22242,confessional,1332052,12.0,12.0,1
17774,22275,hydrocarbons,1328870,12.0,12.0,1
17777,22280,encompassing,1327557,12.0,12.0,1
17851,22371,overclocking,1317894,12.0,12.0,1
17854,22375,peacekeeping,1317554,12.0,12.0,1
17872,22400,infiltration,1314890,12.0,12.0,1
17919,22457,commentators,1309132,12.0,12.0,1
17970,22522,articulation,1302431,12.0,12.0,1
17990,22546,businessweek,1300028,12.0,12.0,1
17997,22555,condemnation,1299011,12.0,12.0,1
18053,22621,pornographic,1292757,12.0,12.0,1
18190,22799,substituting,1277543,12.0,12.0,1
18249,22865,constipation,1271923,12.0,12.0,1
18314,22948,irresistible,1264179,12.0,12.0,1
18318,22952,disappearing,1263910,12.0,12.0,1
18412,23071,sponsorships,1252378,12.0,12.0,1
18414,23073,screenwriter,1252314,12.0,12.0,1
18418,23077,degeneration,1251754,12.0,12.0,1
18477,23149,horizontally,1244673,12.0,12.0,1
18530,23211,advantageous,1238029,12.0,12.0,1
18550,23234,complexities,1236710,12.0,12.0,1
18555,23244,illustrating,1235806,12.0,12.0,1
18560,23253,multivariate,1235305,12.0,12.0,1
18588,23287,deregulation,1231873,12.0,12.0,1
18591,23291,disseminated,1231545,12.0,12.0,1
18694,23412,compartments,1222206,12.0,12.0,1
18751,23482,electricians,1216354,12.0,12.0,1
18764,23497,spectrometry,1215251,12.0,12.0,1
18767,23501,permeability,1214520,12.0,12.0,1
18818,23560,policymakers,1208400,12.0,12.0,1
18850,23600,huddersfield,1205032,12.0,12.0,1
18859,23612,transduction,1203679,12.0,12.0,1
18962,23741,walkthroughs,1192778,12.0,12.0,1
18963,23742,radiotherapy,1192760,12.0,12.0,1
19014,23809,heterosexual,1186643,12.0,12.0,1
19016,23811,pathological,1186406,12.0,12.0,1
19044,23846,preventative,1183776,12.0,12.0,1
