,rank,word,count,length,adj_length,reserved
17050,21403,subcontractor,1423710,13.0,13.0,1
17056,21410,hydrochloride,1422759,13.0,13.0,1
17059,21413,magnification,1422443,13.0,13.0,1
17133,21504,careerbuilder,1412092,13.0,13.0,1
17146,21518,thunderstorms,1410569,13.0,13.0,1
17195,21576,disappearance,1403596,13.0,13.0,1
17218,21603,hybridization,1399809,13.0,13.0,1
17315,21718,acknowledging,1387381,13.0,13.0,1
17355,21767,anniversaries,1382289,13.0,13.0,1
17400,21819,jurisprudence,1376456,13.0,13.0,1
17434,21857,homeschooling,1372375,13.0,13.0,1
17454,21878,perpendicular,1369633,13.0,13.0,1
17472,21898,polypropylene,1367126,13.0,13.0,1
17482,21911,interpolation,1365967,13.0,13.0,1
17626,22094,deterministic,1346097,13.0,13.0,1
17761,22262,baccalaureate,1330383,13.0,13.0,1
17767,22268,middlesbrough,1330252,13.0,13.0,1
17813,22325,affordability,1322617,13.0,13.0,1
17821,22334,contradictory,1321302,13.0,13.0,1
17825,22339,misunderstood,1320461,13.0,13.0,1
17861,22386,intersections,1316609,13.0,13.0,1
17927,22467,characterised,1308115,13.0,13.0,1
17938,22481,postoperative,1306536,13.0,13.0,1
17991,22547,morphological,1299968,13.0,13.0,1
18115,22701,accomodations,1285819,13.0,13.0,1
18165,22766,horticultural,1280262,13.0,13.0,1
18196,22805,cryptographic,1276731,13.0,13.0,1
18228,22839,collaborators,1274121,13.0,13.0,1
18302,22933,acetaminophen,1265258,13.0,13.0,1
18306,22937,contraceptive,1264966,13.0,13.0,1
18308,22941,interrogation,1264580,13.0,13.0,1
18478,23150,herefordshire,1244667,13.0,13.0,1
18493,23169,embarrassment,1242414,13.0,13.0,1
18534,23215,predetermined,1237901,13.0,13.0,1
18580,23279,observational,1232646,13.0,13.0,1
18599,23300,reconstructed,1231139,13.0,13.0,1
18685,23400,privatisation,1223030,13.0,13.0,1
18707,23430,encapsulation,1220769,13.0,13.0,1
18777,23513,normalization,1213382,13.0,13.0,1
18837,23584,comparatively,1205974,13.0,13.0,1
18916,23680,consolidating,1198303,13.0,13.0,1
18980,23767,recombination,1190311,13.0,13.0,1
19043,23845,experimenting,1183850,13.0,13.0,1
19065,23869,instantaneous,1181806,13.0,13.0,1
19238,24094,denominations,1162579,13.0,13.0,1
19347,24230,irresponsible,1151026,13.0,13.0,1
19348,24231,harpercollins,1150983,13.0,13.0,1
19415,24303,heterogeneity,1144613,13.0,13.0,1
19469,24370,confectionery,1138693,13.0,13.0,1
19731,24709,electrostatic,1113374,13.0,13.0,1
19740,24722,craftsmanship,1112478,13.0,13.0,1
19779,24772,webstatistics,1107867,13.0,13.0,1
19866,24896,refurbishment,1098172,13.0,13.0,1
19907,24944,nutritionists,1094916,13.0,13.0,1
19937,24983,antimicrobial,1092345,13.0,13.0,1
19991,25043,intellectuals,1087570,13.0,13.0,1
20044,25105,fertilization,1082078,13.0,13.0,1
20139,25219,dissertations,1074532,13.0,13.0,1
20141,25221,solicitations,1074351,13.0,13.0,1
20155,25240,republication,1073323,13.0,13.0,1
20181,25273,inadvertently,1071570,13.0,13.0,1
20234,25342,deliberations,1067151,13.0,13.0,1
20354,25490,councilmember,1056948,13.0,13.0,1
20361,25500,uninterrupted,1055834,13.0,13.0,1
20438,25595,transactional,1048644,13.0,13.0,1
20450,25609,encyclopaedia,1048143,13.0,13.0,1
20494,25660,contemplating,1043947,13.0,13.0,1
20549,25723,reinstatement,1038681,13.0,13.0,1
20638,25837,inconsistency,1032085,13.0,13.0,1
20717,25940,combinatorial,1025254,13.0,13.0,1
20825,26075,spontaneously,1015714,13.0,13.0,1
20890,26155,internacional,1009662,13.0,13.0,1
20986,26280,distinguishes,1000579,13.0,13.0,1
21043,26347,decentralized,996166,13.0,13.0,1
21082,26394,interactivity,993207,13.0,13.0,1
21122,26448,intercultural,989822,13.0,13.0,1
21141,26467,transatlantic,988757,13.0,13.0,1
21255,26611,polycarbonate,980341,13.0,13.0,1
21302,26669,disbursements,976656,13.0,13.0,1
21364,26743,chiropractors,971844,13.0,13.0,1
21381,26765,exhibitionism,970127,13.0,13.0,1
21395,26781,individuality,969138,13.0,13.0,1
21494,26904,accommodating,960249,13.0,13.0,1
21517,26930,improvisation,958793,13.0,13.0,1
21563,26987,invertebrates,955451,13.0,13.0,1
21719,27171,encyclopedias,943160,13.0,13.0,1
21766,27234,constitutions,939401,13.0,13.0,1
21792,27265,interruptions,937384,13.0,13.0,1
21929,27427,transmembrane,927352,13.0,13.0,1
21968,27473,controversies,925227,13.0,13.0,1
22022,27539,realistically,921741,13.0,13.0,1
22040,27567,jupiterimages,920080,13.0,13.0,1
22120,27670,unnecessarily,913931,13.0,13.0,1
22134,27688,technologists,912190,13.0,13.0,1
22199,27766,inexperienced,908331,13.0,13.0,1
22352,27944,competitively,898566,13.0,13.0,1
22382,27981,physiotherapy,896301,13.0,13.0,1
22468,28088,contingencies,891328,13.0,13.0,1
22516,28150,psychiatrists,887988,13.0,13.0,1
22529,28169,discontinuity,886807,13.0,13.0,1
22567,28218,circumference,884474,13.0,13.0,1
22570,28221,underestimate,884360,13.0,13.0,1
22583,28237,exponentially,883638,13.0,13.0,1
22665,28340,datafieldname,877944,13.0,13.0,0
22679,28363,noncompliance,876981,13.0,13.0,1
22681,28366,ramifications,876834,13.0,13.0,1
22762,28467,sterilization,871203,13.0,13.0,1
22773,28481,incarceration,870763,13.0,13.0,1
22784,28494,sedimentation,870020,13.0,13.0,1
22803,28519,thermoplastic,868795,13.0,13.0,1
22932,28669,demonstrators,861535,13.0,13.0,1
22948,28690,contemplation,860693,13.0,13.0,1
23040,28803,accomplishing,855220,13.0,13.0,1
23069,28835,brainstorming,853009,13.0,13.0,1
23109,28886,elizabethtown,850947,13.0,13.0,1
23195,28989,recordkeeping,845428,13.0,13.0,1
23197,28991,modernisation,845269,13.0,13.0,1
23227,29026,intermediates,843661,13.0,13.0,1
23260,29064,informationen,841852,13.0,13.0,1
23344,29166,granddaughter,837137,13.0,13.0,1
23380,29214,conscientious,834936,13.0,13.0,1
23383,29221,endometriosis,834649,13.0,13.0,1
23421,29270,streptococcus,832686,13.0,13.0,1
23479,29341,dysfunctional,828019,13.0,13.0,1
23486,29352,recentchanges,827562,13.0,13.0,1
23492,29362,opportunistic,827337,13.0,13.0,1
23543,29431,aberdeenshire,823906,13.0,13.0,1
23639,29560,communicative,817986,13.0,13.0,1
23700,29634,firstprevious,814291,13.0,13.0,1
23771,29725,pembrokeshire,809910,13.0,13.0,1
23778,29734,authoritarian,809504,13.0,13.0,1
23861,29843,howstuffworks,803804,13.0,13.0,1
23941,29948,precautionary,798721,13.0,13.0,1
24066,30103,petrochemical,791555,13.0,13.0,1
24152,30209,lawrenceville,786879,13.0,13.0,1
24158,30216,mathematician,786512,13.0,13.0,1
24198,30268,gigagalleries,784277,13.0,13.0,1
24365,30473,homeownership,775325,13.0,13.0,1
24367,30475,disseminating,775265,13.0,13.0,1
24605,30770,proportionate,763294,13.0,13.0,1
24809,31012,breakthroughs,754083,13.0,13.0,1
24833,31040,immunizations,753182,13.0,13.0,1
24866,31083,intelligently,751299,13.0,13.0,1
24942,31177,apportionment,747683,13.0,13.0,1
25006,31253,thermodynamic,744363,13.0,13.0,1
25018,31272,mycobacterium,743481,13.0,13.0,1
25064,31325,differentials,741431,13.0,13.0,1
25078,31343,nationalities,740719,13.0,13.0,1
25118,31389,preservatives,738739,13.0,13.0,1
25190,31478,unintentional,734766,13.0,13.0,1
25196,31487,disagreements,734371,13.0,13.0,1
25226,31535,hyperactivity,732324,13.0,13.0,1
25236,31546,deforestation,731941,13.0,13.0,1
25334,31668,radioactivity,726795,13.0,13.0,1
25348,31684,archeological,726316,13.0,13.0,1
25442,31805,videographers,721117,13.0,13.0,1
25530,31918,hydroelectric,717342,13.0,13.0,1
25555,31953,insufficiency,715964,13.0,13.0,1
25611,32024,translational,713640,13.0,13.0,1
25662,32084,deteriorating,711763,13.0,13.0,1
25668,32090,philanthropic,711469,13.0,13.0,1
25931,32415,reincarnation,699755,13.0,13.0,1
25953,32441,bidirectional,698950,13.0,13.0,1
26084,32605,oceanographic,693279,13.0,13.0,1
26112,32645,acceptability,691803,13.0,13.0,1
26163,32713,rollercoaster,689120,13.0,13.0,1
26183,32739,decompression,688078,13.0,13.0,1
26276,32854,resuscitation,684251,13.0,13.0,1
26322,32913,metamorphosis,682082,13.0,13.0,1
26326,32917,translocation,681939,13.0,13.0,1
26328,32919,serialization,681921,13.0,13.0,1
26340,32936,imperfections,681140,13.0,13.0,1
26395,33003,instrumentals,678493,13.0,13.0,1
26432,33050,intelligencer,677072,13.0,13.0,1
26440,33059,neuromuscular,676701,13.0,13.0,1
26523,33162,waterproofing,672937,13.0,13.0,1
26578,33229,spectroscopic,670727,13.0,13.0,1
26723,33408,commemoration,665193,13.0,13.0,1
26736,33424,uninitialized,664811,13.0,13.0,1
26739,33427,repercussions,664658,13.0,13.0,1
26859,33572,acquaintances,660243,13.0,13.0,1
26992,33742,unenforceable,654753,13.0,13.0,1
27115,33911,interoperable,648188,13.0,13.0,1
27140,33940,mainstreaming,647414,13.0,13.0,1
27177,33985,harmonization,646080,13.0,13.0,1
27260,34083,discriminated,642954,13.0,13.0,1
27334,34165,visualisation,640277,13.0,13.0,1
27341,34172,interconnects,640011,13.0,13.0,1
27412,34263,socialization,637564,13.0,13.0,1
27427,34282,fuerteventura,636977,13.0,13.0,1
27438,34296,microcomputer,636402,13.0,13.0,1
27529,34412,strawberrynet,632506,13.0,13.0,1
27557,34442,charlottetown,631607,13.0,13.0,1
27568,34456,photographing,631261,13.0,13.0,1
27642,34550,companionship,628687,13.0,13.0,1
27725,34649,manipulations,625309,13.0,13.0,1
27863,34808,dimensionname,620175,13.0,13.0,0
27892,34845,intrinsically,618549,13.0,13.0,1
27993,34967,gangbangsquad,614982,13.0,13.0,1
28068,35060,recollections,612559,13.0,13.0,1
28171,35185,perturbations,609338,13.0,13.0,1
28352,35407,gratification,603077,13.0,13.0,1
28363,35419,extinguishers,602766,13.0,13.0,1
28395,35455,extensibility,601622,13.0,13.0,1
28440,35507,reimplemented,599864,13.0,13.0,1
28441,35508,eavesdropping,599854,13.0,13.0,1
28463,35539,screenwriting,599185,13.0,13.0,1
28479,35559,antibacterial,598735,13.0,13.0,1
28502,35585,characterizes,597841,13.0,13.0,1
28546,35643,supercomputer,596172,13.0,13.0,1
28715,35852,compositional,590484,13.0,13.0,1
28747,35891,biodegradable,589155,13.0,13.0,1
28782,35935,interactively,587553,13.0,13.0,1
28810,35966,impossibility,586554,13.0,13.0,1
28887,36056,metallurgical,584166,13.0,13.0,1
28898,36070,contravention,583933,13.0,13.0,1
28967,36149,reunification,581462,13.0,13.0,1
29017,36207,indeterminate,580061,13.0,13.0,1
29047,36240,redistricting,579388,13.0,13.0,1
29093,36299,interceptions,577809,13.0,13.0,1
29227,36466,comparability,573133,13.0,13.0,1
29270,36517,qualitatively,571866,13.0,13.0,1
29294,36543,phytoplankton,571293,13.0,13.0,1
29347,36597,sensitivities,569661,13.0,13.0,1
29360,36613,nanoparticles,569357,13.0,13.0,1
29367,36622,employmentnew,569086,13.0,13.0,0
29379,36635,factorization,568673,13.0,13.0,1
29477,36756,transgendered,565962,13.0,13.0,1
29480,36760,toxicological,565828,13.0,13.0,1
29512,36801,communicators,564843,13.0,13.0,1
29520,36810,astrophysical,564644,13.0,13.0,1
29550,36846,immunological,563977,13.0,13.0,1
29568,36869,telecommuting,563497,13.0,13.0,1
29620,36929,polymorphisms,561676,13.0,13.0,1
29627,36937,misconception,561546,13.0,13.0,1
29664,36982,impressionist,560436,13.0,13.0,1
29699,37024,acetylcholine,559111,13.0,13.0,1
29737,37069,sequestration,557860,13.0,13.0,1
29818,37167,conditionally,555419,13.0,13.0,1
29856,37224,congratulated,554293,13.0,13.0,1
29947,37334,topographical,551708,13.0,13.0,1
30005,37408,phenomenology,549995,13.0,13.0,1
30006,37409,substantiated,549969,13.0,13.0,1
30076,37500,cooperatively,547557,13.0,13.0,1
30105,37536,biostatistics,546653,13.0,13.0,1
30156,37598,choreographer,544863,13.0,13.0,1
30157,37600,impressionism,544835,13.0,13.0,1
30204,37653,inproceedings,543577,13.0,13.0,0
30273,37738,messageboards,541348,13.0,13.0,1
30327,37807,paraphernalia,539519,13.0,13.0,1
30416,37920,unsustainable,536766,13.0,13.0,1
30422,37929,unanticipated,536616,13.0,13.0,1
30485,38009,extrapolation,534730,13.0,13.0,1
30570,38105,epidemiologic,532868,13.0,13.0,1
30586,38124,individualism,532234,13.0,13.0,1
30609,38150,hematopoietic,531699,13.0,13.0,1
30750,38332,gubernatorial,527080,13.0,13.0,1
30787,38380,weightlifting,525901,13.0,13.0,1
30796,38390,pediatricians,525530,13.0,13.0,1
30837,38446,expeditionary,524266,13.0,13.0,1
30843,38452,triglycerides,524165,13.0,13.0,1
30931,38562,transitioning,521513,13.0,13.0,1
30996,38640,policyholders,519933,13.0,13.0,1
31017,38667,microstrategy,519165,13.0,13.0,1
31100,38767,exhibitionist,516962,13.0,13.0,1
31216,38912,preponderance,513239,13.0,13.0,1
31298,39012,subcommittees,511016,13.0,13.0,1
31453,39205,commemorating,506636,13.0,13.0,1
31504,39262,anthropogenic,505418,13.0,13.0,1
31511,39269,preliminaries,505327,13.0,13.0,1
31548,39314,genomebrowser,504185,13.0,13.0,1
31579,39354,sciencedirect,503455,13.0,13.0,1
31705,39505,reciprocating,500043,13.0,13.0,1
31712,39514,harmonisation,499707,13.0,13.0,1
31895,39745,credentialing,494584,13.0,13.0,1
31928,39787,transparently,493693,13.0,13.0,1
31959,39829,magnetization,492942,13.0,13.0,1
32022,39906,dictyostelium,491398,13.0,13.0,0
32065,39962,externalities,490437,13.0,13.0,1
32097,39997,instinctively,489600,13.0,13.0,1
32210,40133,glycoproteins,486771,13.0,13.0,1
32434,40403,idiosyncratic,480972,13.0,13.0,1
32497,40482,dependability,479191,13.0,13.0,1
32532,40530,prostaglandin,478155,13.0,13.0,1
32622,40639,straightening,475664,13.0,13.0,1
32776,40827,synchronizing,471691,13.0,13.0,1
32851,40922,saversoftware,469665,13.0,13.0,1
32863,40937,schizophrenic,469379,13.0,13.0,1
32882,40959,whistleblower,469035,13.0,13.0,1
32909,40998,concatenation,468370,13.0,13.0,1
32929,41020,reintegration,467909,13.0,13.0,1
32962,41061,introspection,467219,13.0,13.0,1
33009,41122,sensibilities,465853,13.0,13.0,1
33067,41188,contemplative,464438,13.0,13.0,1
33101,41229,delicatessens,463706,13.0,13.0,1
33123,41258,postmodernism,463272,13.0,13.0,1
33126,41262,extinguishing,463229,13.0,13.0,1
33145,41283,disconnection,462661,13.0,13.0,1
