,rank,word,count,length,adj_length,reserved
14277,17995,multiplication,1914709,14.0,14.0,1
14333,18064,accomplishment,1904294,14.0,14.0,1
14646,18442,geographically,1842958,14.0,14.0,1
14659,18459,apprenticeship,1840066,14.0,14.0,1
14933,18799,differentiated,1780282,14.0,14.0,1
15136,19042,superannuation,1742899,14.0,14.0,1
15177,19095,undergraduates,1733291,14.0,14.0,1
15527,19524,aforementioned,1673653,14.0,14.0,1
15535,19532,collaborations,1672642,14.0,14.0,1
15846,19933,distinguishing,1612685,14.0,14.0,1
16130,20289,microprocessor,1562364,14.0,14.0,1
16261,20445,individualized,1542512,14.0,14.0,1
16271,20456,acknowledgment,1541230,14.0,14.0,1
16329,20527,unsatisfactory,1530984,14.0,14.0,1
16508,20744,methodological,1502334,14.0,14.0,1
16548,20793,scientifically,1496742,14.0,14.0,1
16657,20923,responsiveness,1481807,14.0,14.0,1
16784,21086,correspondents,1460510,14.0,14.0,1
17114,21481,manifestations,1414392,14.0,14.0,1
17239,21630,remanufactured,1397097,14.0,14.0,1
17425,21848,mountaineering,1373229,14.0,14.0,1
17670,22149,subcontractors,1341210,14.0,14.0,1
17864,22390,capitalization,1316045,14.0,14.0,1
17951,22501,reconnaissance,1304699,14.0,14.0,1
17952,22502,groundbreaking,1304637,14.0,14.0,1
18076,22649,sophistication,1290552,14.0,14.0,1
18206,22815,simplification,1276047,14.0,14.0,1
18220,22831,liberalization,1274688,14.0,14.0,1
18241,22855,fredericksburg,1272742,14.0,14.0,1
18568,23263,immunoglobulin,1234289,14.0,14.0,1
18572,23268,telechargement,1234094,14.0,14.0,1
18713,23437,webpreferences,1220126,14.0,14.0,1
18878,23633,jurisdictional,1201956,14.0,14.0,1
18895,23655,generalization,1200162,14.0,14.0,1
19472,24373,microorganisms,1138217,14.0,14.0,1
19488,24390,thermodynamics,1137030,14.0,14.0,1
19511,24418,satisfactorily,1135339,14.0,14.0,1
19606,24551,bibliographies,1125785,14.0,14.0,1
19688,24656,osteoarthritis,1117604,14.0,14.0,1
19690,24658,czechoslovakia,1117405,14.0,14.0,1
20052,25113,constituencies,1081742,14.0,14.0,1
20178,25270,internationale,1071696,14.0,14.0,1
20221,25324,revitalization,1068588,14.0,14.0,1
20336,25468,overwhelmingly,1058636,14.0,14.0,1
20371,25514,fundamentalist,1054766,14.0,14.0,1
20389,25537,interconnected,1052701,14.0,14.0,1
20517,25685,contradictions,1041974,14.0,14.0,1
20738,25968,naturalization,1023665,14.0,14.0,1
20994,26289,industrialized,999879,14.0,14.0,1
21008,26304,intermediaries,999184,14.0,14.0,1
21199,26539,congregational,984849,14.0,14.0,1
21208,26549,virtualization,984475,14.0,14.0,1
21308,26675,quantification,976473,14.0,14.0,1
21410,26801,teleconference,967616,14.0,14.0,1
21567,26992,experimentally,955140,14.0,14.0,1
21591,27019,unconventional,953052,14.0,14.0,1
21726,27179,understandings,942765,14.0,14.0,1
21778,27247,contraceptives,938332,14.0,14.0,1
21897,27383,conversational,930233,14.0,14.0,1
22043,27570,categorization,919979,14.0,14.0,1
22094,27636,detoxification,915764,14.0,14.0,1
22343,27935,intellectually,899290,14.0,14.0,1
22397,27996,miscategorized,895672,14.0,14.0,1
22767,28473,misconceptions,871106,14.0,14.0,1
22779,28487,incompleteness,870398,14.0,14.0,1
22900,28629,cinematography,863361,14.0,14.0,1
22924,28660,irregularities,861864,14.0,14.0,1
23042,28805,unincorporated,855075,14.0,14.0,1
23155,28943,ultrastructure,847532,14.0,14.0,1
23204,29000,liberalisation,844936,14.0,14.0,1
23225,29024,approximations,843701,14.0,14.0,1
23248,29049,antidepressant,842606,14.0,14.0,1
23308,29123,discriminating,838711,14.0,14.0,1
23386,29225,ecclesiastical,834473,14.0,14.0,1
23715,29656,preisvergleich,813472,14.0,14.0,1
23863,29846,neighbourhoods,803588,14.0,14.0,1
23895,29886,contemporaries,801735,14.0,14.0,1
23933,29938,welivetogether,798941,14.0,14.0,1
23968,29979,embellishments,797340,14.0,14.0,1
23972,29983,staphylococcus,797120,14.0,14.0,1
24258,30341,authorizations,781164,14.0,14.0,1
24400,30511,macroeconomics,773466,14.0,14.0,1
24449,30572,polymerization,770823,14.0,14.0,1
24485,30620,misinformation,768751,14.0,14.0,1
24510,30651,anesthesiology,767475,14.0,14.0,1
24584,30744,fundamentalism,764112,14.0,14.0,1
24687,30876,conservatories,759096,14.0,14.0,1
24750,30948,underestimated,756706,14.0,14.0,1
25010,31258,disambiguation,744255,14.0,14.0,1
25162,31446,antiretroviral,736260,14.0,14.0,1
25369,31709,mathematicians,725310,14.0,14.0,1
25507,31888,versiontracker,718622,14.0,14.0,1
25514,31897,transparencies,718272,14.0,14.0,1
25650,32065,photosynthesis,712367,14.0,14.0,1
25726,32160,characterizing,708768,14.0,14.0,1
25743,32178,webmasterworld,708118,14.0,14.0,1
25772,32218,psychoanalysis,706684,14.0,14.0,1
25905,32382,clarifications,701082,14.0,14.0,1
25972,32463,twikivariables,698400,14.0,14.0,0
26001,32501,predictability,696786,14.0,14.0,1
26004,32504,adenocarcinoma,696712,14.0,14.0,1
26278,32858,stratification,684087,14.0,14.0,1
26350,32948,audioscrobbler,680672,14.0,14.0,1
26373,32979,mathematically,679333,14.0,14.0,1
26508,33146,subdirectories,673425,14.0,14.0,1
26681,33359,reconstructive,666536,14.0,14.0,1
26706,33388,currentversion,665744,14.0,14.0,1
26768,33458,interventional,663658,14.0,14.0,1
27229,34048,attractiveness,644031,14.0,14.0,1
27367,34203,transcriptions,639196,14.0,14.0,1
27371,34208,quintessential,639007,14.0,14.0,1
27518,34400,codphentermine,632930,14.0,14.0,0
27593,34485,specialisation,630341,14.0,14.0,1
27656,34566,transcendental,628143,14.0,14.0,1
27702,34621,reasonableness,626171,14.0,14.0,1
27744,34670,internationals,624853,14.0,14.0,1
27953,34917,denominational,616549,14.0,14.0,1
27961,34928,otolaryngology,616150,14.0,14.0,1
27987,34958,reimbursements,615214,14.0,14.0,1
28034,35020,archaeologists,613471,14.0,14.0,1
28190,35207,constantinople,608631,14.0,14.0,1
28216,35238,understandably,607662,14.0,14.0,1
28309,35356,computeractive,604277,14.0,14.0,1
28312,35359,permissionrole,604202,14.0,14.0,0
28539,35635,defibrillators,596347,14.0,14.0,1
28919,36093,phenterminebuy,583057,14.0,14.0,1
28969,36151,caenorhabditis,581460,14.0,14.0,0
29024,36215,hendersonville,579970,14.0,14.0,1
29075,36276,retransmission,578538,14.0,14.0,1
29261,36505,antineoplastic,572086,14.0,14.0,1
29510,36799,subcontracting,564933,14.0,14.0,1
29799,37145,constellations,555967,14.0,14.0,1
29946,37333,postmenopausal,551725,14.0,14.0,1
30017,37424,anthropologist,549689,14.0,14.0,1
30038,37455,hallucinations,548492,14.0,14.0,1
30155,37597,conformational,544957,14.0,14.0,1
30208,37657,takingitglobal,543460,14.0,14.0,1
30380,37873,jeffersonville,537846,14.0,14.0,1
30418,37923,interdependent,536723,14.0,14.0,1
30576,38112,disintegration,532584,14.0,14.0,1
30628,38174,quantitatively,531097,14.0,14.0,1
30697,38256,prioritization,528794,14.0,14.0,1
30699,38259,bioengineering,528779,14.0,14.0,1
30797,38392,fingerprinting,525484,14.0,14.0,1
31023,38674,supercomputing,519005,14.0,14.0,1
31418,39164,hypothyroidism,507589,14.0,14.0,1
31765,39577,misrepresented,498201,14.0,14.0,1
31828,39659,microeconomics,496074,14.0,14.0,1
31883,39727,uncompromising,494819,14.0,14.0,1
32057,39949,unsuccessfully,490587,14.0,14.0,1
32078,39976,unidirectional,490154,14.0,14.0,1
32219,40143,microwarehouse,486618,14.0,14.0,1
32349,40293,entertainments,483325,14.0,14.0,1
32383,40339,reinforcements,482320,14.0,14.0,1
32408,40369,overexpression,481871,14.0,14.0,1
32710,40750,uncontrollable,473401,14.0,14.0,1
32799,40857,multinationals,470895,14.0,14.0,1
32878,40954,understatement,469152,14.0,14.0,1
33025,41140,schoolchildren,465437,14.0,14.0,1
33098,41226,disinformation,463731,14.0,14.0,1
33140,41277,cardiomyopathy,462792,14.0,14.0,1
33172,41319,dunbartonshire,461764,14.0,14.0,1
33309,41503,reconstructing,458187,14.0,14.0,1
33336,41535,extraordinaire,457564,14.0,14.0,1
33436,41666,psychoanalytic,455284,14.0,14.0,1
33468,41706,democratically,454570,14.0,14.0,1
33584,41848,norepinephrine,451988,14.0,14.0,1
33658,41938,microstructure,450256,14.0,14.0,1
33692,41978,wholeheartedly,449666,14.0,14.0,1
34107,42485,nonresidential,440386,14.0,14.0,1
34237,42647,justifications,437409,14.0,14.0,1
34403,42854,digitaladvisor,433628,14.0,14.0,1
34411,42862,carcinogenesis,433515,14.0,14.0,1
34439,42896,unquestionably,432807,14.0,14.0,1
34574,43057,macromolecular,429975,14.0,14.0,1
34727,43234,coincidentally,426655,14.0,14.0,1
34840,43374,conventionally,424087,14.0,14.0,1
34861,43397,phosphorylated,423615,14.0,14.0,0
34987,43554,deconstruction,421161,14.0,14.0,1
35002,43569,rehabilitative,420857,14.0,14.0,1
35022,43592,differentiates,420594,14.0,14.0,1
35025,43597,multiprocessor,420434,14.0,14.0,1
35278,43913,underdeveloped,415457,14.0,14.0,1
35323,43966,inefficiencies,414687,14.0,14.0,1
35451,44127,intermittently,412163,14.0,14.0,1
35549,44246,intermediation,410103,14.0,14.0,1
35563,44264,oxidoreductase,409688,14.0,14.0,1
35690,44424,videorecording,407422,14.0,14.0,1
35695,44429,neutralization,407365,14.0,14.0,1
35827,44598,hydrocortisone,405036,14.0,14.0,1
36018,44820,distributional,401541,14.0,14.0,1
36044,44850,polyacrylamide,401169,14.0,14.0,1
36069,44880,counterfeiting,400656,14.0,14.0,1
36164,44996,antihistamines,398760,14.0,14.0,1
36281,45129,pronouncements,396680,14.0,14.0,1
36289,45139,hepatocellular,396511,14.0,14.0,1
36348,45216,unintelligible,395293,14.0,14.0,1
36451,45344,unprofessional,393385,14.0,14.0,1
36502,45406,differentially,392466,14.0,14.0,1
36506,45411,encephalopathy,392413,14.0,14.0,1
36530,45442,nontraditional,392046,14.0,14.0,1
36857,45848,revolutionized,386061,14.0,14.0,1
37042,46076,mineralization,382537,14.0,14.0,1
37313,46406,accreditations,377752,14.0,14.0,1
37438,46561,transformative,375722,14.0,14.0,1
37487,46617,predisposition,374899,14.0,14.0,1
37575,46725,historiography,373496,14.0,14.0,1
37736,46917,affectionately,370906,14.0,14.0,1
37759,46942,dermatologists,370630,14.0,14.0,1
37831,47036,photosynthetic,369272,14.0,14.0,1
37871,47089,nutraceuticals,368671,14.0,14.0,1
38026,47280,centrifugation,366292,14.0,14.0,1
38032,47286,reorganisation,366282,14.0,14.0,1
38182,47467,comprehensible,364035,14.0,14.0,1
38269,47585,asymptotically,362311,14.0,14.0,1
38279,47598,indiscriminate,362105,14.0,14.0,1
38301,47630,interpretative,361634,14.0,14.0,1
38345,47686,constructively,360831,14.0,14.0,1
38687,48093,multiplicative,355823,14.0,14.0,1
38707,48118,macromolecules,355590,14.0,14.0,1
38947,48395,authenticating,352068,14.0,14.0,1
38973,48423,multimediacard,351583,14.0,14.0,1
39045,48516,interferometer,350401,14.0,14.0,1
39104,48595,preferentially,349291,14.0,14.0,1
39219,48729,codingsequence,347536,14.0,14.0,1
39220,48730,knowledgealert,347530,14.0,14.0,1
39260,48777,fileattachment,347111,14.0,14.0,1
39311,48839,customizations,346494,14.0,14.0,1
39354,48896,interplanetary,345830,14.0,14.0,1
39384,48929,securitization,345476,14.0,14.0,1
39411,48962,proportionally,345141,14.0,14.0,1
39474,49042,exhibitionists,344452,14.0,14.0,1
39758,49378,dimensionality,340261,14.0,14.0,1
39789,49414,prostaglandins,339834,14.0,14.0,1
39805,49432,unavailability,339576,14.0,14.0,1
39837,49472,slaughterhouse,339139,14.0,14.0,1
39999,49682,circumstantial,336727,14.0,14.0,1
40019,49706,indestructible,336384,14.0,14.0,1
40181,49916,reconfigurable,334093,14.0,14.0,1
